# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = tmpwecy8pwh_model
# start_datetime = 2026-05-01 14:59:25 UTC
# method = laplace
#   laplace
#     mode = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260501_155911/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace_optimize/bayes_gp_rbf_screened-20260501155922.csv
#     jacobian = false
#     draws = 2000
#     calculate_lp = true (Default)
# id = 1 (Default)
# data
#   file = /var/folders/_z/jd9jlzfs0md6nvlwttph63x00000gn/T/tmpa8cj8_xa/b_wwe00e.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260501_155911/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace/bayes_gp_rbf_screened-20260501155925.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --filename-in-msg=bayes_gp_rbf_screened.stan
log_p__,log_q__,alpha,signal_scale,lengthscale,sigma
-335.66269,-2.4889916,-4.2815035,7.9135212,4.3402741,0.65083448
-334.38534,-0.80298494,-4.1054682,6.0156503,3.9459909,0.6316724
-334.75215,-1.3174065,-5.4856595,6.9988188,4.1200204,0.66408187
-334.14098,-0.56561901,-4.5878864,6.4304495,3.7292806,0.61815678
-336.42075,-2.2946028,-3.7827665,5.1776463,3.3485047,0.61075717
-334.17809,-0.60869114,-5.5190228,6.3167173,3.7183583,0.63538613
-334.62206,-1.0397467,-5.0467362,5.5051023,3.6662604,0.67789663
-336.82776,-3.1547625,-5.6003447,5.6926669,3.5772924,0.56390874
-334.91497,-1.3856069,-5.229263,5.4430871,3.3563215,0.62193789
-337.09292,-4.2099512,-3.5003187,8.4333929,4.2142005,0.60373607
-334.0947,-0.52660839,-5.436115,6.1368275,3.817215,0.66477776
-335.45568,-1.856039,-4.5739033,5.4986107,3.8860142,0.69644651
-334.43372,-0.97259721,-5.2370307,7.0949027,4.0685972,0.63278838
-335.69651,-2.1248493,-4.3772802,5.8049387,3.9601224,0.70891646
-335.39354,-1.8567117,-6.2297767,5.9241819,3.6421955,0.67439773
-336.6008,-2.9235662,-3.8759289,6.0237906,3.756847,0.57216103
-334.63911,-1.0401499,-6.7251543,5.8632225,3.8618384,0.66102327
-335.94895,-2.7652207,-7.1269102,6.6664664,4.1461147,0.62964003
-338.43782,-4.8307955,-3.7583886,5.5461671,3.8134206,0.73748628
-338.07566,-4.6019654,-2.1112442,6.471104,3.5869342,0.62912984
-335.18927,-1.5321385,-6.5223574,5.5744891,3.4261442,0.6358478
-334.92202,-1.3535528,-5.0452698,6.4356663,3.6214825,0.62038649
-335.57717,-2.0962191,-5.0105826,7.3045992,4.4396928,0.64689738
-335.46262,-1.7763779,-3.7808158,5.6585411,3.563291,0.66017031
-335.1896,-2.0787929,-2.4840673,7.0905863,4.0428665,0.63306207
-334.96217,-1.2026289,-4.4895598,5.2684161,3.451862,0.61489234
-336.85146,-3.3194798,-3.4037231,6.692505,4.4734593,0.65829841
-337.08652,-3.37084,-6.7083645,5.7031991,3.9621549,0.6175827
-338.15218,-5.8355225,-0.8087858,7.2010865,4.0729736,0.58577463
-333.88351,-0.29386465,-5.7410079,5.8391388,3.6279408,0.62190596
-335.05898,-1.5901961,-6.9761962,6.1499343,3.9877443,0.66389652
-334.64805,-0.92223071,-6.8765174,5.6896191,3.6600164,0.63166302
-334.54018,-0.9310859,-6.2155024,5.8392678,3.5276236,0.62508197
-335.78118,-2.2779743,-5.465566,6.4697401,4.3440325,0.68737319
-334.31896,-0.69894925,-6.3384398,5.7017086,3.8026771,0.65900955
-337.08844,-3.5356569,-5.724298,5.4368111,3.9816927,0.72989657
-335.26931,-1.735378,-3.069306,6.2043964,3.8972241,0.60715957
-336.95229,-4.298117,-7.9073885,6.9646612,4.096683,0.61811111
-339.82056,-6.7288886,-5.9078698,6.7908588,3.9319621,0.73119342
-336.93317,-3.4336092,-4.5462301,7.3405105,3.7384319,0.58974309
-335.13828,-1.7826793,-3.8862277,7.5848083,4.1990968,0.61497006
-335.04161,-1.4616137,-6.2779037,5.7826758,3.5201368,0.64944217
-334.08313,-0.50418743,-4.8104392,6.2046395,3.7609951,0.60364502
-333.79575,-0.21967119,-5.2912379,6.121106,3.914749,0.65799137
-335.57821,-1.9108675,-5.5162179,5.5518458,3.6964377,0.59533115
-333.97591,-0.36647574,-5.5508024,5.4600349,3.5788523,0.63359317
-337.15773,-3.5717436,-5.8237974,5.19531,3.6766138,0.72594472
-334.68097,-1.1146559,-6.4166366,5.8809685,3.9520137,0.66528536
-336.5595,-2.8699187,-5.3373933,6.7284121,4.0845536,0.58502163
-335.15615,-1.5977308,-6.4757859,6.3437066,3.6316815,0.6183547
-335.34069,-1.7394428,-5.8683493,5.8248919,3.551897,0.57968498
-334.56882,-0.89127913,-6.3713172,5.4999542,3.4872815,0.63601052
-334.91337,-1.1891262,-5.9142852,5.2129136,3.4892074,0.61088046
-334.27021,-0.68041868,-4.9171407,5.5945658,3.4993589,0.61072786
-334.81457,-1.2100688,-3.8055413,6.1149978,3.5862924,0.61491342
-338.60857,-3.9002742,-5.3695749,4.3375662,3.2952467,0.64059121
-335.88431,-2.2056898,-4.7999278,6.9651708,4.267734,0.6105076
-334.74023,-1.0766838,-4.5697431,5.3622018,3.6542243,0.66949594
-334.70529,-1.1536523,-5.1486465,6.1771201,3.5853402,0.63284888
-336.82749,-3.3026722,-4.4334598,7.0650472,3.6657577,0.57389446
-336.13668,-2.903402,-3.6065665,7.5585002,4.0392858,0.64851928
-333.97354,-0.39011109,-5.3839779,5.7971769,3.6467333,0.61103612
-333.9477,-0.36877317,-5.019205,6.1039407,3.9870927,0.65294419
-334.62862,-1.0829647,-3.8127888,6.6605275,4.1827849,0.63750517
-343.03988,-8.5605004,-8.8934603,5.8474417,3.1734423,0.5922804
-334.86328,-1.1936123,-3.9314754,5.7606347,3.506754,0.61891996
-333.70139,-0.1226948,-4.8098091,5.9548708,3.6882276,0.62732353
-334.31544,-0.64129861,-4.246314,5.5286905,3.6194005,0.63199128
-335.07072,-1.4522132,-5.5532452,5.6412792,3.5838011,0.58813039
-333.9151,-0.33979867,-4.7950245,5.9888884,3.6346368,0.62871363
-334.07436,-0.51162782,-5.9530722,6.0820786,3.9395635,0.64705552
-335.01655,-1.4173702,-4.403533,5.6351717,3.9224046,0.6441227
-335.54564,-2.1533835,-2.2842807,6.3910517,3.8212023,0.62142771
-336.69292,-3.1497135,-5.8632263,6.8236202,4.3930636,0.63446259
-335.23973,-1.6908082,-5.7202656,5.4377381,3.5791558,0.68454422
-335.40904,-1.7574007,-2.7439334,6.0089317,3.7112034,0.63685754
-339.86306,-6.3555994,-1.0684807,5.7722382,4.0686537,0.67367121
-334.21874,-0.65869875,-3.9850671,6.4022336,4.0294814,0.62974852
-335.55452,-2.380364,-2.4818427,6.9302215,4.29726,0.64661383
-334.8538,-1.1952853,-3.6793936,5.9070196,3.5664688,0.62241992
-336.47974,-2.8270688,-6.6881949,6.0522067,3.75346,0.58025076
-335.05228,-1.6025837,-6.8700092,6.4328783,3.8375171,0.61243056
-334.65522,-1.0648376,-4.2350663,5.6874674,3.9144288,0.66183648
-333.96628,-0.3867625,-5.2074369,5.5953847,3.5473765,0.63287185
-335.01833,-1.5782315,-5.0110712,7.1175168,4.1698923,0.67266768
-337.38735,-4.9557392,-8.0882255,7.188115,3.9909793,0.62604908
-337.52929,-3.1847247,-4.5636889,4.6745385,3.2027127,0.63645895
-335.61178,-1.9634303,-4.3192198,6.0655045,3.8377549,0.5875961
-334.6442,-1.101146,-6.1596754,6.0626077,4.0320216,0.65484987
-334.34401,-0.72588623,-6.0441811,5.5196208,3.5168426,0.64333001
-337.87377,-4.4333408,-5.8451354,4.8304878,3.1510596,0.66640614
-335.14343,-1.3548883,-4.1300728,5.3688616,3.4379533,0.62886498
-336.22474,-2.708188,-5.5010291,6.4897856,3.554014,0.62897954
-334.18778,-0.61195362,-4.5979995,6.5459565,4.1398569,0.65462021
-336.248,-2.7031366,-3.1955609,6.5213419,3.5851392,0.59186627
-337.70285,-3.5859746,-6.4682581,4.6069909,3.3535131,0.69184271
-334.36527,-0.79587419,-6.6478368,6.0568324,3.8293578,0.63812598
-334.23521,-0.68287846,-5.7068095,6.4390785,3.8508481,0.60927522
-338.0249,-4.2776276,-7.3762154,5.4830066,3.4346307,0.6858345
-337.42994,-4.017819,-4.3116497,5.7462738,3.2303391,0.60146158
-336.64821,-2.9845526,-4.0201754,6.4019894,4.3509365,0.64563733
-333.82295,-0.24153991,-5.1545655,5.7174979,3.6149439,0.62117014
-335.30659,-2.0838345,-5.7853581,7.356714,4.290939,0.66014336
-335.85388,-2.5140287,-6.6554045,6.3979659,4.242219,0.68127458
-335.01798,-1.2322511,-6.4880161,5.2240057,3.3968317,0.63292374
-334.80098,-1.1791696,-6.9729698,5.9761768,3.7569671,0.6239036
-334.32872,-0.76110658,-4.4231612,6.2949398,4.0897975,0.67146413
-335.27546,-1.4997534,-7.3559986,5.7966669,3.6365647,0.63656017
-334.62845,-1.0161388,-6.3119195,5.7415491,3.5889041,0.65456088
-334.08402,-0.48928077,-5.7143317,5.5982715,3.7860211,0.65235103
-337.15871,-3.243671,-5.1611885,4.9444076,3.3218123,0.57892876
-334.57858,-0.92440965,-5.0243089,5.2456949,3.6473601,0.65866668
-337.30413,-3.6715365,-6.4342888,6.0849609,3.6125222,0.55837933
-334.33207,-0.69267143,-5.5796195,5.3635581,3.5587121,0.61926687
-338.93848,-4.6809505,-4.9376277,4.5235604,3.4970795,0.70852895
-337.50507,-3.9521515,-6.7860235,5.6566618,3.7237139,0.721754
-339.10301,-3.7100089,-7.3517963,4.3976363,3.2338905,0.63811655
-334.95007,-1.5882959,-5.9446586,7.0598083,3.9949218,0.64160906
-333.69792,-0.12443944,-5.25173,6.3272795,3.8339979,0.63127415
-334.76405,-1.1173831,-6.5648454,5.8996983,3.6387125,0.60462509
-334.67016,-1.0234,-3.5916556,5.8329465,3.7082246,0.65320553
-341.40833,-5.3584289,-7.5856831,4.1812523,3.3243268,0.67148739
-334.59705,-1.033665,-6.3577954,6.2868587,3.6870322,0.61817612
-335.10201,-1.2960706,-7.0034093,5.4742363,3.7032459,0.64081648
-335.14124,-1.6322107,-5.1493091,5.9555227,3.4558156,0.62436359
-336.27286,-2.5978059,-4.0710532,6.6788979,4.3881659,0.64206481
-333.98067,-0.40127909,-4.9825648,5.6715294,3.6569224,0.65546334
-336.1139,-2.1366672,-6.5395723,4.8877472,3.2396252,0.62528177
-334.73393,-0.97988066,-6.3492961,5.3245632,3.5525799,0.62034323
-335.91476,-2.192234,-6.0387094,4.9227693,3.2593824,0.64510638
-333.87371,-0.29786211,-5.5106639,5.9580393,3.8994315,0.6555891
-335.23569,-1.5311679,-5.1022345,5.2000119,3.6116992,0.61750994
-334.20917,-0.67279617,-4.7102551,6.8942458,3.9415135,0.62181353
-334.57646,-1.1290631,-3.5898313,6.9798104,3.9891838,0.61106597
-336.51628,-3.2952691,-4.6159659,8.0132089,4.2517563,0.59259095
-335.20951,-1.372644,-5.9427114,4.9399506,3.4123893,0.63194295
-334.65061,-1.1517509,-3.5549913,6.4831986,4.1599947,0.65332872
-333.8592,-0.28416255,-4.9882004,6.0164661,3.6449808,0.61822561
-334.47403,-0.92613322,-5.5132321,5.9133739,3.6591972,0.66356156
-335.8888,-2.2193064,-5.7618189,5.0105629,3.4737683,0.68595526
-334.6736,-1.2847769,-6.6287558,6.5853766,3.9742117,0.63492962
-334.65409,-1.0757401,-5.9200278,6.1261051,3.6314597,0.59481895
-335.65573,-2.1281831,-3.5136826,6.0355229,4.1477535,0.6591833
-338.53027,-4.7721412,-5.8516945,5.3222598,3.3783194,0.54874562
-335.245,-1.6177375,-6.5985165,5.7170935,3.6001721,0.66885276
-336.79077,-3.0796116,-7.5987803,5.5542781,3.9440682,0.67551157
-335.81445,-2.018495,-3.6779611,5.5836352,3.5503075,0.59059894
-337.82028,-3.5508479,-7.8259234,5.1390472,3.6620633,0.69957563
-336.15747,-3.1439289,-3.2597166,7.9751964,4.5083912,0.6679833
-337.12681,-3.8762002,-5.3691185,5.3084647,3.1150461,0.58438232
-335.41456,-1.8711614,-6.5613119,5.9515091,4.041942,0.6478059
-334.70843,-1.1692129,-5.4273469,6.4683588,3.7943433,0.65831846
-334.45655,-0.88258239,-5.0484175,6.2056595,4.1079013,0.67210757
-335.3595,-1.7601564,-5.2131124,6.1382374,3.7121941,0.57780827
-334.48577,-0.94050226,-6.1868544,6.2871778,3.8665773,0.61228471
-334.67229,-1.1495025,-6.4183265,6.2884478,3.9101344,0.61721857
-335.52126,-2.3185377,-7.3947814,6.564297,4.0047299,0.64025244
-336.45435,-2.8960568,-5.1317895,5.5666241,3.8602995,0.72404386
-333.96652,-0.41246602,-5.7900064,6.3784142,3.8284496,0.62382632
-338.13319,-5.0663075,-7.27062,6.7060338,4.3988437,0.63891998
-335.78967,-1.8671778,-4.814982,4.8824875,3.4814864,0.65748828
-337.69134,-4.3520597,-8.0530072,6.295847,3.914421,0.59939233
-340.45411,-5.1306724,-6.838538,4.1522931,3.2295361,0.6816809
-335.01664,-1.5528876,-3.0118256,6.231274,3.9608207,0.66887284
-336.87562,-3.7442216,-5.5230168,7.8451632,4.0042076,0.59320914
-335.62084,-2.2897027,-3.7033208,7.5118762,3.9868679,0.62034852
-334.43839,-0.77887506,-6.671815,5.7365507,3.7481634,0.63944744
-336.26037,-2.1405385,-7.1686965,5.0499008,3.6170685,0.64787591
-338.25283,-5.3204616,-3.5601476,7.7893115,4.1713584,0.69149674
-337.00671,-3.4264384,-3.8787573,6.5649175,3.7545316,0.55649892
-334.70146,-1.2137139,-5.8407326,6.6680821,4.1775781,0.64409202
-334.03687,-0.46481257,-4.2055912,6.2738943,3.730844,0.62811394
-335.6777,-2.0682199,-6.4511912,5.7669574,3.377882,0.59774764
-338.93301,-4.2777126,-6.8139782,4.6611955,3.3125664,0.58747655
-335.54022,-2.0120209,-6.6371015,6.3400369,3.6595789,0.6428792
-333.99329,-0.38859138,-5.7209764,5.5726037,3.7181561,0.63842494
-334.01292,-0.4115402,-6.1218126,5.8427749,3.7738437,0.63295118
-335.45667,-1.8720233,-5.7725515,6.3661548,4.1865007,0.63628735
-336.80236,-3.0093735,-2.8372841,5.5163883,3.8996989,0.67365676
-334.51919,-0.94789625,-4.7864784,6.6062701,3.7379498,0.6028428
-334.11499,-0.52435236,-4.7331773,6.2940338,3.9187569,0.61430407
-333.76987,-0.18554448,-4.3827518,5.9289904,3.7782147,0.63371866
-335.87399,-2.3543331,-5.0279366,7.0289553,3.870405,0.57550341
-336.11407,-2.6434235,-3.8897691,6.3037864,3.6741016,0.66798254
-333.588,-0.010492082,-5.1232165,6.0479015,3.7740931,0.63288975
-335.40962,-1.5403231,-3.7214072,5.4520975,3.467183,0.62630237
-336.8683,-3.1344649,-3.5345414,5.8460167,3.7887073,0.58258637
-334.27615,-0.71057561,-5.0906766,6.2391145,3.6824318,0.64086196
-336.72641,-2.7682409,-4.0067888,5.0352364,3.6965752,0.68279976
-336.12734,-2.2673433,-5.614534,4.9369197,3.5201085,0.61439114
-338.95451,-5.5658345,-5.8302532,5.0978611,3.5155597,0.73722161
-335.35389,-1.7930198,-5.4418966,6.0654556,4.006512,0.7058938
-335.28307,-1.6053906,-4.0882785,5.6463916,3.4357039,0.59629374
-334.6713,-1.0579969,-6.1020782,5.8069474,3.8432382,0.62241729
-334.5991,-0.91671329,-4.9207811,5.2706002,3.5152407,0.61891156
-335.00454,-1.5829116,-3.8619007,7.0453206,4.0093333,0.65775217
-335.87429,-2.6926431,-3.4822191,7.8414902,4.1170465,0.60873914
-333.7947,-0.20223948,-4.6630063,5.7380215,3.6745801,0.63760438
-342.01019,-7.4471343,-1.8109515,5.1569142,3.9286604,0.65250931
-339.46465,-5.5089668,-7.3761534,4.9397511,3.8929066,0.72098312
-335.03327,-1.5285722,-4.4665429,6.7082079,3.9715648,0.677331
-333.95209,-0.40153976,-3.998978,6.4119086,3.8536111,0.62087544
-334.44035,-0.86211359,-4.023893,6.1304715,3.6659939,0.63859282
-334.58536,-1.0346121,-5.5316336,6.333476,3.728215,0.65164225
-334.63043,-1.0633939,-4.5164763,5.9940491,4.0673207,0.66994442
-338.32197,-4.8343624,-4.5251218,7.4363837,3.6701796,0.59582435
-334.98934,-1.5317862,-4.3416471,7.0932199,4.2119917,0.6763107
-335.40369,-1.8737781,-6.6670375,6.2745956,3.8663866,0.6010113
-336.13519,-1.9720544,-6.9276262,5.008463,3.3549388,0.61171187
-335.43341,-1.9272792,-3.9477359,6.5268759,4.2821669,0.69229151
-335.83326,-2.0851093,-7.0325146,5.8282354,3.5840195,0.59095826
-335.11998,-1.8310024,-5.8247779,7.2003187,4.2137925,0.66242858
-335.58638,-2.3205136,-6.3832781,7.0407602,3.9613371,0.65072829
-337.50536,-3.6745242,-2.5751652,5.9590042,3.4912197,0.63453323
-334.87637,-1.576551,-2.6575262,6.6973733,3.9939282,0.62381909
-336.20208,-2.1893874,-7.7601536,5.4946038,3.7007792,0.63908548
-337.44808,-3.7128929,-2.6641979,5.9795988,3.7008559,0.574307
-335.68042,-2.4078093,-4.4458147,7.7293388,4.4599257,0.66630335
-335.3311,-1.701542,-5.4265736,5.4063661,3.8122846,0.63026528
-338.06285,-4.3798949,-1.4746942,6.1382338,3.676261,0.59449646
-336.40946,-3.0624046,-5.5148045,5.4061286,3.1859358,0.59169578
-348.18581,-10.103205,-8.9612107,4.1530744,3.3502193,0.74716053
-337.50659,-3.8146473,-3.377596,6.0771314,3.721727,0.56226512
-335.82069,-2.0723795,-2.7928111,5.9307117,3.6267954,0.60440044
-334.47496,-0.91502263,-4.7276025,5.9920186,3.5545668,0.62964495
-336.23402,-2.3875947,-6.4646275,4.9101198,3.2460768,0.64486157
-335.35553,-1.5028089,-4.8543719,4.9653364,3.4507513,0.64644019
-334.50424,-0.91892295,-5.7216229,5.4601162,3.5755275,0.66591138
-334.96899,-1.4010759,-5.2827189,5.5483176,3.4262809,0.58920837
-334.48272,-0.91098537,-5.2472739,6.3910688,3.6686039,0.60105795
-337.17629,-3.3819502,-5.4745326,6.2858303,4.1278549,0.60033318
-334.84091,-1.1615412,-6.4331587,5.6821022,3.522224,0.60142078
-334.5586,-1.134096,-3.9495774,7.2462716,4.101406,0.63369238
-338.10413,-4.2535927,-6.4864599,5.4497014,3.4443682,0.5563053
-334.25985,-0.70658431,-4.9893984,6.6925297,4.1546194,0.66089898
-335.17772,-1.6590271,-5.6954523,6.8254541,4.173592,0.61864921
-334.22777,-0.76258445,-3.6315471,6.7847805,3.9846973,0.63760034
-337.88522,-4.6239332,-4.3520853,7.9008897,3.9046256,0.61779891
-334.1148,-0.52953849,-5.2993836,6.2555892,3.8993611,0.61474754
-335.71438,-2.113255,-3.7061339,6.1232002,3.6253139,0.57638093
-334.07324,-0.48769472,-5.6860754,5.68257,3.6960224,0.66305158
-334.62037,-1.1180712,-5.4506938,6.9168693,3.8799557,0.61643969
-334.9812,-1.4194939,-6.5690389,6.0875586,3.7400709,0.66587702
-336.2791,-2.8206084,-5.0052506,6.1117918,3.3724979,0.58760594
-334.49529,-0.90533488,-5.7864591,6.084843,3.915257,0.61864917
-335.93742,-2.9168356,-2.0873344,6.7246679,4.2151803,0.67120679
-337.18502,-3.9436998,-5.1846556,5.478623,3.2874975,0.65819183
-336.31302,-2.6435091,-4.7295022,5.1713407,3.7955387,0.7031908
-334.59885,-1.0074517,-4.1885761,5.9963135,3.9723292,0.63111798
-334.45501,-0.84881243,-6.3769889,5.7876255,3.8238877,0.66913843
-335.0674,-1.2654242,-6.9398226,5.454498,3.6969406,0.6395113
-335.58101,-2.3377355,-3.6307265,7.8650041,4.3924375,0.62842441
-334.6972,-1.2014635,-4.7329134,6.9633564,4.1306353,0.67047775
-338.94977,-6.0467303,-8.342421,6.8867273,3.7177338,0.63000246
-334.27123,-0.6796477,-5.0039584,6.5069358,4.1052203,0.63581422
-335.16786,-1.5918579,-5.4010546,5.241186,3.4701953,0.67028944
-339.17365,-6.8130554,-7.4398341,6.9834211,4.6644637,0.69729522
-334.98548,-1.5190409,-3.4140615,6.3665039,4.1075587,0.68041177
-335.93386,-1.8978506,-7.0868088,5.1169039,3.4730079,0.66476857
-337.30979,-3.8994597,-6.2491581,5.927199,3.2837077,0.56951221
-338.8772,-5.4328525,-7.3891727,5.833799,4.0904673,0.74455748
-334.87658,-1.4237327,-3.9206173,6.9742284,3.9574352,0.6511709
-337.29978,-3.1500364,-8.0688966,5.3728218,3.7655469,0.64953129
-338.11722,-4.8657067,-7.7734419,6.2186429,4.1930235,0.63468828
-334.68335,-1.1237863,-5.9328009,6.4148921,3.6743401,0.61991938
-336.20721,-3.1983896,-6.3598523,7.2978601,4.3631946,0.68350196
-334.27788,-0.70852166,-4.337287,6.0172894,4.0021794,0.66435863
-336.76563,-3.2765126,-3.1746427,7.079874,4.0892397,0.57702419
-335.53819,-1.8541093,-4.4440967,6.4092646,4.1468062,0.6171692
-333.7707,-0.19116901,-4.990741,5.8149226,3.8028962,0.63691387
-337.39673,-4.0438132,-3.7410907,6.5150534,3.9794138,0.71892438
-335.13413,-1.5464158,-5.9430446,5.614322,3.4144546,0.58920128
-335.42816,-1.6888737,-4.4213021,5.1968455,3.7184351,0.64908819
-334.89444,-1.3566578,-4.9495198,5.6193552,3.3869482,0.60667027
-334.58783,-1.0696697,-5.6260461,6.7248275,3.8964873,0.60319971
-334.70693,-1.2050533,-3.2160248,6.1499678,3.991792,0.65627915
-335.83757,-2.1304745,-6.2317133,5.4628703,3.4411846,0.58032085
-334.54475,-0.98651358,-4.0048956,6.0314685,4.0353098,0.66190714
-336.22027,-2.4259588,-4.2515659,5.3726502,3.4942545,0.58290391
-334.55668,-1.0366832,-3.9705634,6.7960009,4.2353195,0.65950011
-338.82203,-5.3943028,-3.1672937,7.2251587,3.8902585,0.54346872
-335.73557,-2.2175394,-4.9279699,6.6845196,4.2765357,0.70583509
-333.96356,-0.38779612,-4.6138137,6.2678202,3.7554388,0.60905131
-333.99175,-0.40542935,-6.1896725,6.0336977,3.7551894,0.62995858
-334.52183,-1.0099518,-6.5522143,6.3757834,3.7978586,0.62910079
-337.89657,-4.4243623,-6.9134955,6.47463,3.4908165,0.62557649
-341.41279,-4.8663652,-8.0179768,4.398735,3.0819537,0.61001955
-335.42527,-2.2192468,-2.6498949,6.905161,3.970503,0.6515204
-334.4757,-0.86480995,-6.4938513,5.8862837,3.7259442,0.65986306
-334.02627,-0.40396854,-4.5357379,5.5983467,3.61417,0.63276774
-334.22436,-0.64603737,-5.3026512,5.6827296,3.8534517,0.67150709
-333.93051,-0.34981878,-4.4393535,6.1019011,3.6817875,0.61878812
-337.31978,-3.619314,-2.620979,5.5891313,3.9924512,0.66521751
-336.82704,-3.0168344,-3.3519047,5.6415813,3.4474441,0.65113368
-335.2608,-1.7467175,-3.8223508,6.9296833,4.3783684,0.66153427
-335.33847,-1.8120053,-3.8169333,6.1704337,4.0329899,0.69741951
-334.9017,-1.3189573,-4.918396,5.7997258,3.5705014,0.58527756
-335.23621,-1.6998428,-3.6252027,6.297951,3.6847429,0.64812756
-335.39392,-1.7393941,-4.9290067,5.4315693,3.5078122,0.58721156
-335.73085,-2.237593,-4.7903334,6.8957399,4.3879493,0.69669472
-334.08691,-0.50744214,-4.6507939,6.0680938,3.7096828,0.60412413
-334.32649,-0.74113227,-4.4481949,5.8791421,3.9269374,0.63818764
-336.89718,-3.4916821,-6.3391312,5.5583064,3.2716962,0.6377125
-334.56208,-0.99237742,-4.0555276,5.9957188,3.8790118,0.67794384
-334.15087,-0.51623384,-5.9938793,5.5741674,3.6372537,0.622464
-334.78206,-1.171525,-5.9635809,5.9603795,3.7893449,0.6027441
-337.28869,-3.7824472,-3.7199006,7.8504931,4.4229146,0.59301287
-335.78789,-2.3716485,-4.627672,7.1999617,3.9685519,0.66040224
-335.22052,-1.4942836,-6.5325954,5.4355922,3.372523,0.61036632
-335.43995,-2.0185927,-6.3825972,6.540117,3.9716079,0.68322843
-334.39126,-0.69466258,-6.231666,5.345724,3.6011016,0.64783417
-334.40333,-0.75573794,-3.9763755,5.6403018,3.7613218,0.64850207
-335.13568,-1.2974911,-7.0131659,5.564329,3.5042513,0.62153145
-334.93679,-1.1769026,-4.3352429,5.2556227,3.6147359,0.65631165
-335.39881,-1.8833021,-5.9039305,5.8263646,3.6502314,0.68355672
-336.9992,-3.9785641,-5.2064201,7.9521679,4.1417135,0.65254533
-335.35781,-1.9523408,-3.9864203,7.2915523,3.9654899,0.63806467
-334.31503,-0.74729552,-4.0238406,6.0192074,3.9217053,0.66973812
-335.79695,-2.0962051,-5.6732477,5.1105814,3.7236803,0.63898639
-335.83196,-1.7105283,-6.8123479,4.9259822,3.3874593,0.63601727
-335.15204,-1.5826448,-5.3903056,5.5776699,3.7679301,0.69766589
-334.12837,-0.5325705,-4.6639861,5.6461671,3.6624545,0.65778563
-334.69389,-1.118148,-3.2944153,6.1217433,3.7695004,0.61142753
-336.80172,-3.5333964,-2.6622576,6.3098142,4.307471,0.69278415
-336.33423,-2.9671212,-6.5186559,6.8244072,3.9644537,0.58497022
-334.68743,-1.1629376,-5.8112048,6.5512538,4.1392379,0.63741203
-334.44729,-0.94238089,-5.540776,6.7035739,4.1513898,0.6642381
-334.11758,-0.55016132,-5.3823203,5.7225632,3.5172452,0.61736609
-333.74396,-0.17050224,-4.7736432,6.4273469,3.8487326,0.62588739
-335.41553,-1.682496,-4.6783543,5.1460361,3.5998433,0.67841196
-338.14915,-4.0804897,-4.3160943,4.8428273,3.2777511,0.67588149
-335.25672,-1.9482354,-6.1334464,7.114497,3.9938483,0.60734503
-335.20614,-1.6946181,-3.3765938,6.1019556,4.102606,0.65744249
-337.0291,-2.7756185,-6.1754553,4.6209848,3.2421467,0.61085792
-335.44658,-1.9353134,-4.3991485,6.1375626,3.794206,0.68922889
-336.06556,-2.3268401,-5.7971896,5.3391763,3.6161287,0.59321174
-335.7687,-2.2110891,-4.9464821,6.162373,4.078898,0.71431956
-335.92141,-2.184527,-5.2272002,5.1359944,3.3742141,0.58703556
-334.43211,-0.83824705,-4.3746515,6.098966,3.9906591,0.62981111
-334.58598,-1.1700638,-3.5608147,7.0398488,3.9821868,0.628992
-335.08211,-1.743787,-4.8771678,7.5335127,4.1539557,0.63728739
-336.3913,-3.5827976,-6.7139275,7.3499843,4.4079887,0.67321952
-334.69665,-1.2545802,-4.3182058,7.2830026,4.2528264,0.65365288
-335.99581,-2.4814404,-4.6544581,7.122259,3.8675964,0.57426622
-336.69322,-3.2441876,-3.0521914,6.0449541,4.1169678,0.7099885
-334.34475,-0.72500978,-4.9574537,5.4938228,3.6207669,0.61436083
-340.09666,-4.4900106,-2.9122918,4.755326,3.4104107,0.65116826
-335.31065,-1.6581611,-4.495531,5.6573093,3.7412547,0.59994772
-334.20246,-0.63934247,-5.1064177,6.526605,3.8099392,0.64210547
-334.71538,-1.1369817,-3.54397,6.171174,3.6873523,0.63756819
-334.82965,-1.2059463,-4.5037919,6.4962461,4.0196176,0.60543275
-334.36787,-0.94992302,-3.4653305,6.9464768,4.0648599,0.63165031
-333.96091,-0.36770471,-4.6655144,5.6689473,3.7689895,0.65326221
-336.37664,-2.9466598,-4.770599,5.9705809,3.3860552,0.62959116
