# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = tmpwecy8pwh_model
# start_datetime = 2026-05-06 14:11:24 UTC
# method = laplace
#   laplace
#     mode = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_151111/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace_optimize/bayes_gp_rbf_screened-20260506151121.csv
#     jacobian = false
#     draws = 2000
#     calculate_lp = true (Default)
# id = 1 (Default)
# data
#   file = /var/folders/_z/jd9jlzfs0md6nvlwttph63x00000gn/T/tmpt33m0mqj/ubmgx4m3.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_151111/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace/bayes_gp_rbf_screened-20260506151124.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --filename-in-msg=bayes_gp_rbf_screened.stan
log_p__,log_q__,alpha,signal_scale,lengthscale,sigma
-339.28994,-2.4525023,-7.1196796,5.6319229,3.6779154,0.68495061
-338.77158,-2.4889916,-4.1126225,7.8159018,4.355754,0.6516423
-337.50882,-0.80298494,-3.9849194,5.9241849,3.9400042,0.63183204
-337.87449,-1.3174065,-5.2995725,6.9211474,4.1359081,0.6653491
-337.26272,-0.56561901,-4.5183608,6.2977882,3.7112063,0.61787115
-339.54531,-2.2946028,-3.7859881,5.0568686,3.319253,0.61023202
-337.30163,-0.60869114,-5.4142293,6.2024046,3.7085994,0.63566986
-337.74771,-1.0397467,-4.9127303,5.4444955,3.6751885,0.67965258
-339.9093,-3.1547625,-5.5628284,5.5293626,3.5286296,0.56193965
-338.02248,-1.3856069,-5.1956752,5.3212815,3.3322853,0.62177582
-340.19636,-4.2099512,-3.4165709,8.2546962,4.1992864,0.60298648
-337.21853,-0.52660839,-5.2881531,6.0600268,3.8243922,0.66606938
-338.59936,-1.856039,-4.3946573,5.46586,3.9104552,0.69887382
-337.55329,-0.97259721,-5.0908229,6.9805935,4.0663805,0.63298523
-338.8546,-2.1248493,-4.1883449,5.7797926,3.9930086,0.71180463
-338.51559,-1.8567117,-6.0862487,5.8480284,3.6488301,0.67602899
-339.71495,-2.9235662,-3.8440428,5.8667619,3.71517,0.57043697
-337.75388,-1.0401499,-6.5339511,5.7939902,3.8684711,0.66218362
-339.07376,-2.7652207,-6.9150682,6.5679849,4.1442281,0.62973208
-341.58237,-4.8307955,-3.58697,5.5358168,3.8539477,0.74145846
-341.21838,-4.6019654,-2.1218904,6.3356129,3.5710809,0.62920496
-338.32309,-1.5321385,-6.4361298,5.4636973,3.4098274,0.63614701
-338.03906,-1.3535528,-4.9853637,6.2963562,3.6021709,0.62017363
-338.74116,-2.0962191,-4.7984226,7.2267991,4.4559769,0.64757043
-338.58296,-1.7763779,-3.7144607,5.573443,3.5612893,0.66130094
-338.30626,-2.0787929,-2.4071521,6.974647,4.0401194,0.63326806
-338.08558,-1.2026289,-4.452828,5.1544595,3.4264552,0.61450067
-340.06682,-3.3194798,-3.2024535,6.6425912,4.4973807,0.65936396
-340.21359,-3.37084,-6.5260152,5.6107619,3.9490888,0.61727838
-341.31628,-5.8355225,-0.80440612,7.0352721,4.0445556,0.58446362
-337.00665,-0.29386465,-5.6476661,5.7228269,3.6095098,0.62174284
-338.17398,-1.5901961,-6.7601902,6.0842555,3.9995074,0.66515727
-337.77812,-0.92223071,-6.7386757,5.5884646,3.6470534,0.63182235
-337.66577,-0.9310859,-6.1295941,5.7181817,3.5085507,0.62502324
-339.01136,-2.2779743,-5.2124224,6.4408595,4.379679,0.68946997
-337.43748,-0.69894925,-6.1651423,5.6312273,3.806647,0.6600998
-340.29406,-3.5356569,-5.4761143,5.4340551,4.0251964,0.73357701
-338.40203,-1.735378,-3.0056116,6.082247,3.8770938,0.60651907
-340.07705,-4.298117,-7.7013423,6.8422052,4.0871446,0.617824
-342.95131,-6.7288886,-5.6972538,6.7619016,3.9741683,0.73492353
-340.0334,-3.4336092,-4.5176918,7.1455519,3.7058803,0.58855452
-338.25409,-1.7826793,-3.771567,7.4469497,4.1903163,0.61458091
-338.16865,-1.4616137,-6.1727729,5.6823644,3.5121661,0.65020224
-337.20274,-0.50418743,-4.7350914,6.0694113,3.736158,0.60289254
-336.92146,-0.21967119,-5.1322194,6.0462125,3.9213968,0.65904625
-338.70322,-1.9108675,-5.4270413,5.4289037,3.6660393,0.59431654
-337.10147,-0.36647574,-5.4533716,5.3622221,3.5649346,0.6338169
-340.29987,-3.5717436,-5.6286691,5.1747387,3.7071128,0.72947433
-337.8048,-1.1146559,-6.2128692,5.8207575,3.9634052,0.66659479
-339.67701,-2.8699187,-5.2146626,6.5803062,4.055927,0.58368749
-338.28426,-1.5977308,-6.3794621,6.2067191,3.611594,0.61807553
-338.43709,-1.7394428,-5.8203858,5.6679068,3.511036,0.57818786
-337.69983,-0.89127913,-6.2732722,5.3962402,3.4724037,0.63631519
-338.04788,-1.1891262,-5.8374197,5.1005162,3.4626261,0.61035928
-337.38262,-0.68041868,-4.872287,5.4687288,3.4728994,0.61020177
-337.93471,-1.2100688,-3.7786303,5.9798261,3.5635755,0.61452243
-341.79495,-3.9002742,-5.2985938,4.2626376,3.2781566,0.6410501
-339.0129,-2.2056898,-4.6422519,6.8480074,4.2580661,0.60997443
-337.86326,-1.0766838,-4.4513259,5.2985767,3.6589631,0.67095355
-337.82537,-1.1536523,-5.0783667,6.0550738,3.571219,0.63304775
-339.8952,-3.3026722,-4.4292848,6.858497,3.6236136,0.57222238
-339.24487,-2.903402,-3.5021661,7.4434415,4.0446332,0.64924775
-337.09432,-0.39011109,-5.3023458,5.6747434,3.623341,0.61051994
-337.07673,-0.36877317,-4.8560691,6.0304454,3.9932518,0.65382456
-337.75746,-1.0829647,-3.6664688,6.5721413,4.1862381,0.63786004
-346.44061,-8.5605004,-8.8491017,5.6710093,3.1330727,0.5911706
-337.98161,-1.1936123,-3.9064047,5.6358163,3.4843349,0.61865921
-336.82437,-0.1226948,-4.7249458,5.8434613,3.6737973,0.62733881
-337.44196,-0.64129861,-4.1742297,5.4302109,3.6056536,0.63216155
-338.18202,-1.4522132,-5.4944455,5.5012303,3.5477356,0.58689196
-337.03663,-0.33979867,-4.7212828,5.8735485,3.6196606,0.62877495
-337.19781,-0.51162782,-5.7806186,6.0010166,3.9413726,0.64773397
-338.14197,-1.4173702,-4.2615333,5.5630888,3.9222468,0.64470127
-338.6841,-2.1533835,-2.2473943,6.269733,3.8068674,0.62124892
-339.86554,-3.1497135,-5.6377636,6.7429208,4.40074,0.6347154
-338.36549,-1.6908082,-5.5819851,5.3776073,3.588487,0.68653879
-338.53839,-1.7574007,-2.6973749,5.9053216,3.7019904,0.63719064
-342.89846,-6.3555994,-0.96024581,5.7287739,4.0878824,0.67527665
-337.34223,-0.65869875,-3.8624395,6.3033285,4.0246086,0.62984418
-338.67589,-2.380364,-2.3459692,6.8513059,4.3090725,0.64727721
-337.97812,-1.1952853,-3.6487429,5.7842336,3.5469615,0.62227366
-339.61206,-2.8270688,-6.5848872,5.901153,3.7161109,0.57877083
-338.18383,-1.6025837,-6.729731,6.3031847,3.8188784,0.61195932
-337.78173,-1.0648376,-4.0872508,5.6269956,3.9229873,0.6630252
-337.08844,-0.3867625,-5.1289061,5.4903371,3.5324016,0.63307149
-338.14455,-1.5782315,-4.8236658,7.048699,4.1918519,0.67423751
-340.50755,-4.9557392,-7.896248,7.0579265,3.9831493,0.62602225
-340.66626,-3.1847247,-4.5472422,4.5799792,3.1819261,0.63677866
-338.73172,-1.9634303,-4.2495265,5.9265972,3.805863,0.58634118
-337.77451,-1.101146,-5.9589109,5.9948623,4.0404595,0.65579597
-337.47071,-0.72588623,-5.9427046,5.4228705,3.5060045,0.64388165
-341.02125,-4.4333408,-5.7940856,4.7463109,3.1413467,0.66775492
-338.26499,-1.3548883,-4.0971479,5.2607877,3.4187247,0.62893132
-339.3443,-2.708188,-5.4392845,6.3508029,3.5373556,0.62904967
-337.3237,-0.61195362,-4.4259154,6.4729795,4.1513516,0.65555839
-339.35892,-2.7031366,-3.2107646,6.3492734,3.5509845,0.59074359
-340.83229,-3.5859746,-6.3313046,4.5580974,3.3593493,0.6941018
-337.48663,-0.79587419,-6.4861345,5.9613136,3.82372,0.63850174
-337.35866,-0.68287846,-5.5938919,6.3072697,3.8308403,0.60870246
-341.14661,-4.2776276,-7.2301462,5.4123546,3.4403042,0.68787564
-340.4818,-4.017819,-4.3520901,5.5865603,3.1949002,0.60063988
-339.8301,-2.9845526,-3.82761,6.3394055,4.3638031,0.64626742
-336.94469,-0.24153991,-5.075122,5.60387,3.5958733,0.62098292
-338.43466,-2.0838345,-5.5720421,7.2793345,4.3100549,0.66127306
-339.02588,-2.5140287,-6.3944873,6.3584901,4.2710969,0.68315151
-338.15944,-1.2322511,-6.4014571,5.1210612,3.3785628,0.63312511
-337.93109,-1.1791696,-6.8264307,5.8661702,3.7424126,0.62380608
-337.47056,-0.76110658,-4.2465588,6.2390542,4.1085677,0.67299131
-338.40806,-1.4997534,-7.2108552,5.6942491,3.6254081,0.63688328
-337.75293,-1.0161388,-6.1867646,5.6515245,3.5850099,0.65549701
-337.20652,-0.48928077,-5.5610266,5.5244768,3.7862935,0.65321098
-340.27021,-3.243671,-5.1560675,4.8076654,3.2773146,0.57740868
-337.70317,-0.92440965,-4.9009309,5.1771906,3.6469052,0.65974502
-340.38667,-3.6715365,-6.3843891,5.901951,3.5613725,0.55624836
-337.45977,-0.69267143,-5.4937621,5.2567988,3.5375299,0.61901743
-342.0586,-4.6809505,-4.7914605,4.4949444,3.5141563,0.71140269
-340.6232,-3.9521515,-6.5741584,5.6274399,3.7540662,0.72512446
-342.35566,-3.7100089,-7.2520691,4.3155593,3.2144431,0.63849199
-338.06673,-1.5882959,-5.7882445,6.9493222,3.9954221,0.64210238
-336.82131,-0.12443944,-5.1335962,6.2177648,3.8250076,0.63142053
-337.89584,-1.1173831,-6.4646099,5.7675694,3.611955,0.60390377
-337.79134,-1.0234,-3.5094232,5.7476901,3.7068234,0.65409491
-344.56282,-5.3584289,-7.4283992,4.1302519,3.3209852,0.6730154
-337.72422,-1.033665,-6.2517154,6.1560484,3.6680452,0.61789112
-338.22445,-1.2960706,-6.8412791,5.3898417,3.6957624,0.64128299
-338.2504,-1.6322107,-5.1073961,5.8241953,3.4348936,0.6242812
-339.44913,-2.5978059,-3.8798512,6.6087116,4.4001022,0.64257356
-337.10464,-0.40127909,-4.8721832,5.5891359,3.6552271,0.65643064
-339.28508,-2.1366672,-6.4829822,4.7806273,3.214805,0.62522963
-337.8703,-0.97988066,-6.2446968,5.2195474,3.5317852,0.62012896
-339.05967,-2.192234,-5.9758331,4.8291204,3.2434349,0.6457184
-336.99892,-0.29786211,-5.347078,5.8845553,3.9044405,0.65656076
-338.36828,-1.5311679,-5.0132481,5.1010542,3.5907754,0.61720326
-337.3317,-0.67279617,-4.6040927,6.7656623,3.9302158,0.62164739
-337.70121,-1.1290631,-3.5110625,6.8415047,3.973215,0.61055076
-339.62617,-3.2952691,-4.5003618,7.839624,4.2310947,0.59149082
-338.35298,-1.372644,-5.8579251,4.8470279,3.3940127,0.63211161
-337.78157,-1.1517509,-3.4033205,6.4121515,4.171399,0.65422234
-336.97874,-0.28416255,-4.9163396,5.8921189,3.6251134,0.61794222
-337.59833,-0.92613322,-5.3903982,5.8303473,3.6613372,0.66481058
-339.01549,-2.2193064,-5.6317103,4.9553664,3.4806213,0.68800077
-337.79387,-1.2847769,-6.4545944,6.4815114,3.9706601,0.63519805
-337.7671,-1.0757401,-5.8497628,5.9762503,3.5996135,0.59378832
-338.79679,-2.1281831,-3.3502984,5.9797567,4.1619118,0.6602796
-341.56418,-4.7721412,-5.8537647,5.148718,3.3196149,0.54633705
-338.36561,-1.6177375,-6.453522,5.6394669,3.6031018,0.67028767
-339.88859,-3.0796116,-7.35298,5.5091173,3.9602941,0.67718245
-338.94179,-2.018495,-3.666858,5.4455435,3.514926,0.5894369
-340.87997,-3.5508479,-7.6022866,5.1017586,3.6805884,0.70211787
-339.29064,-3.1439289,-3.0754525,7.9079562,4.5390159,0.66938756
-340.15823,-3.8762002,-5.41346,5.1452398,3.0704147,0.58302857
-338.54318,-1.8711614,-6.3515372,5.8816376,4.0469905,0.64850998
-337.83087,-1.1692129,-5.2965391,6.375043,3.797745,0.6593847
-337.60785,-0.88258239,-4.8511953,6.153662,4.1275781,0.67365755
-338.45997,-1.7601564,-5.1569079,5.9784809,3.6728584,0.57625423
-337.61154,-0.94050226,-6.0536985,6.1645508,3.8485032,0.61180876
-337.79794,-1.1495025,-6.2676102,6.1733629,3.8956583,0.61690241
-338.63544,-2.3185377,-7.1924673,6.4681556,4.0047841,0.64069989
-339.62076,-2.8960568,-4.9280363,5.5499418,3.8965839,0.72750119
-337.09039,-0.41246602,-5.6670368,6.2602148,3.8155171,0.62372625
-341.31054,-5.0663075,-7.0051474,6.6329955,4.409279,0.63932248
-338.92072,-1.8671778,-4.7214608,4.812866,3.4761633,0.65852571
-340.84589,-4.3520597,-7.8768568,6.1647096,3.8904538,0.59850528
-343.62835,-5.1306724,-6.7124144,4.1021324,3.2278572,0.68357242
-338.12741,-1.5528876,-2.8927335,6.1656914,3.9742712,0.67030846
-339.99006,-3.7442216,-5.4272866,7.6572587,3.9786575,0.59212826
-338.7407,-2.2897027,-3.6262663,7.3645807,3.9758788,0.62013442
-337.56064,-0.77887506,-6.5164825,5.646184,3.7411331,0.63986772
-339.383,-2.1405385,-7.0030852,4.977567,3.6107901,0.64858238
-341.34242,-5.3204616,-3.4072481,7.7226302,4.2031022,0.69374324
-340.07768,-3.4264384,-3.8731364,6.3695571,3.7041714,0.55431332
-337.83572,-1.2137139,-5.6429444,6.5851355,4.1844985,0.64466955
-337.16139,-0.46481257,-4.1335882,6.155619,3.7177916,0.62815539
-338.79005,-2.0682199,-6.4112484,5.6147762,3.34311,0.59680882
-342.16899,-4.2777126,-6.7563245,4.5416582,3.2719734,0.58621794
-338.66676,-2.0120209,-6.5129694,6.226905,3.6520016,0.64341555
-337.11705,-0.38859138,-5.5904593,5.4844068,3.7098791,0.63881076
-337.13646,-0.4115402,-5.9818483,5.74572,3.7642283,0.63315346
-338.59877,-1.8720233,-5.5735337,6.2851357,4.1893842,0.6366013
-339.90115,-3.0093735,-2.7123546,5.4679174,3.9136439,0.67526169
-337.6348,-0.94789625,-4.7263134,6.4536039,3.7122347,0.60206485
-337.23795,-0.52435236,-4.6228478,6.1767836,3.9029285,0.61389335
-336.89412,-0.18554448,-4.2845066,5.8301573,3.7690895,0.63394658
-338.97527,-2.3543331,-4.9670226,6.8427375,3.8324176,0.57387974
-339.23593,-2.6434235,-3.8085995,6.2141348,3.6787049,0.66938678
-336.7115,-0.010492082,-5.0119359,5.9443178,3.7644531,0.63308999
-338.53571,-1.5403231,-3.695985,5.3412443,3.4473953,0.6262839
-340.00226,-3.1344649,-3.4914403,5.7075748,3.7532193,0.58117765
-337.39957,-0.71057561,-4.9973725,6.1292995,3.6744539,0.64133001
-339.84116,-2.7682409,-3.874376,4.9915841,3.7086446,0.6847315
-339.27375,-2.2673433,-5.527299,4.8388576,3.495805,0.61398324
-342.09829,-5.5658345,-5.6584528,5.0756526,3.5450318,0.74118357
-338.51463,-1.7930198,-5.2277461,6.0361218,4.0396019,0.70866957
-338.37987,-1.6053906,-4.0892567,5.5022342,3.4011973,0.59530928
-337.79552,-1.0579969,-5.9558695,5.7072562,3.8299263,0.62227094
-337.72633,-0.91671329,-4.8572894,5.1638712,3.492991,0.61865053
-338.11978,-1.5829116,-3.7399121,6.9517973,4.0186052,0.65879875
-338.98981,-2.6926431,-3.4015934,7.6811676,4.1027405,0.6081492
-336.91876,-0.20223948,-4.571214,5.6410192,3.6648388,0.63796258
-345.08483,-7.4471343,-1.7094816,5.1040022,3.9329431,0.6533747
-342.56818,-5.5089668,-7.0973295,4.9338552,3.9289903,0.7243244
-338.15584,-1.5285722,-4.3163318,6.638495,3.9895523,0.67906675
-337.07748,-0.40153976,-3.9162899,6.291827,3.8397422,0.62067858
-337.56464,-0.86211359,-3.95809,6.0210206,3.6565205,0.63898429
-337.70883,-1.0346121,-5.4131408,6.2333832,3.7265964,0.65247782
-337.77665,-1.0633939,-4.3355238,5.9425118,4.084603,0.67141787
-341.42231,-4.8343624,-4.5080169,7.2379568,3.6395506,0.59482518
-338.12258,-1.5317862,-4.1594501,7.031623,4.2372423,0.67801006
-338.53518,-1.8737781,-6.5310025,6.1422068,3.842305,0.60017536
-339.31432,-1.9720544,-6.8496364,4.895191,3.3262396,0.61121745
-338.62568,-1.9272792,-3.7390581,6.4967283,4.318222,0.69456696
-338.9781,-2.0851093,-6.9414701,5.6832011,3.5493877,0.58980737
-338.24331,-1.8310024,-5.6192774,7.1231467,4.2317231,0.66363798
-338.69879,-2.3205136,-6.215846,6.9368851,3.9656305,0.65153246
-340.63851,-3.6745242,-2.5787785,5.8386762,3.4757518,0.63478839
-338.00069,-1.576551,-2.583975,6.5812064,3.984977,0.62371879
-339.32587,-2.1893874,-7.582521,5.4081237,3.6923952,0.63949355
-340.60246,-3.7128929,-2.6692354,5.8222945,3.6594693,0.57264732
-338.82819,-2.4078093,-4.2381929,7.6622605,4.4879631,0.66764851
-338.45565,-1.701542,-5.2857579,5.3232364,3.8022519,0.6303781
-341.26182,-4.3798949,-1.5004974,5.9909871,3.6450607,0.59345575
-339.46594,-3.0624046,-5.5357853,5.2496933,3.1454795,0.5905678
-350.9836,-10.103205,-8.7147572,4.1435344,3.3777178,0.75150846
-340.61816,-3.8146473,-3.3739589,5.9061864,3.6741185,0.56024772
-338.96785,-2.0723795,-2.7848287,5.7963655,3.5996948,0.60367196
-337.59281,-0.91502263,-4.6715079,5.8713382,3.538235,0.62973717
-339.39312,-2.3875947,-6.3945739,4.8158305,3.2297351,0.64546526
-338.48769,-1.5028089,-4.777008,4.883922,3.439751,0.64709765
-337.62871,-0.91892295,-5.5975944,5.3858932,3.5764499,0.66724277
-338.0562,-1.4010759,-5.2605884,5.401652,3.3882135,0.58800325
-337.59391,-0.91098537,-5.1866985,6.2394708,3.6406197,0.60022348
-340.30128,-3.3819502,-5.3184001,6.1709355,4.1089994,0.59947581
-337.96894,-1.1615412,-6.3572346,5.5470644,3.491698,0.60059778
-337.67606,-1.134096,-3.8301746,7.1307947,4.1005509,0.63391943
-341.19598,-4.2535927,-6.4562322,5.2812492,3.390178,0.55411408
-337.39667,-0.70658431,-4.8042837,6.6224249,4.1698976,0.662055
-338.30471,-1.6590271,-5.5241482,6.7137356,4.1662678,0.61837963
-337.34864,-0.76258445,-3.5285084,6.6780775,3.9828234,0.63795841
-341.001,-4.6239332,-4.2848429,7.7298398,3.8903291,0.61750162
-337.23774,-0.52953849,-5.1781774,6.1386174,3.8833269,0.61435118
-338.81478,-2.113255,-3.7039369,5.9562599,3.5838644,0.57478374
-337.19635,-0.48769472,-5.5460713,5.6083367,3.6989436,0.66428276
-337.74305,-1.1180712,-5.3434257,6.7773811,3.8643738,0.61609821
-338.0984,-1.4194939,-6.4076956,6.0073542,3.7455607,0.66720721
-339.32723,-2.8206084,-5.0172612,5.9358189,3.3328431,0.58635131
-337.61892,-0.90533488,-5.643631,5.9780366,3.9016583,0.61837959
-339.04165,-2.9168356,-1.9532148,6.6673575,4.2378386,0.67272487
-340.30381,-3.9436998,-5.1420978,5.3774824,3.277695,0.65925367
-339.45261,-2.6435091,-4.5505234,5.1441416,3.8200769,0.70586642
-337.7228,-1.0074517,-4.0610191,5.9067705,3.9667214,0.63125916
-337.57319,-0.84881243,-6.1937254,5.7240292,3.8333628,0.67058342
-338.19103,-1.2654242,-6.7808781,5.3693039,3.6886685,0.63993374
-338.69637,-2.3377355,-3.4837004,7.7487356,4.3965625,0.62847614
-337.82416,-1.2014635,-4.5573842,6.8933034,4.1501921,0.67197004
-342.09599,-6.0467303,-8.1881801,6.7481412,3.70531,0.63010655
-337.40006,-0.6796477,-4.8413418,6.4158059,4.1056202,0.63611231
-338.29419,-1.5918579,-5.2977615,5.1690432,3.4702029,0.67177508
-342.53413,-6.8130554,-7.0916643,6.9758915,4.7174491,0.69975366
-338.11813,-1.5190409,-3.2534828,6.317612,4.1314846,0.68225775
-339.06027,-1.8978506,-6.9434805,5.0447639,3.470679,0.66605987
-340.34259,-3.8994597,-6.261879,5.7361397,3.2342539,0.56770906
-342.06283,-5.4328525,-7.0828591,5.8422165,4.1450853,0.74880388
-337.9944,-1.4237327,-3.8101826,6.8724222,3.9618453,0.65199027
-340.39948,-3.1500364,-7.8600647,5.3019125,3.7638972,0.65029441
-341.25206,-4.8657067,-7.5237993,6.1407301,4.1952007,0.63494864
-337.80659,-1.1237863,-5.8410142,6.2800932,3.6559434,0.61969125
-339.3599,-3.1983896,-6.1030373,7.2499403,4.3974334,0.68545897
-337.41028,-0.70852166,-4.1771357,5.9563386,4.0146107,0.66563556
-339.88559,-3.2765126,-3.1160571,6.910611,4.0560129,0.57544643
-338.66555,-1.8541093,-4.2987791,6.3071194,4.1379778,0.61685142
-336.89427,-0.19116901,-4.86804,5.723938,3.795981,0.63724887
-340.53197,-4.0438132,-3.5742322,6.4851136,4.0177149,0.72218786
-338.22932,-1.5464158,-5.9097274,5.4640653,3.3762004,0.58799594
-338.55276,-1.6888737,-4.3031318,5.1275525,3.7153315,0.64983614
-337.98669,-1.3566578,-4.9321226,5.4811096,3.3565005,0.60601414
-337.71032,-1.0696697,-5.5174046,6.5805496,3.8742108,0.60243309
-337.82366,-1.2050533,-3.0932175,6.0783184,3.9997969,0.65727468
-338.94769,-2.1304745,-6.1887683,5.3135658,3.3990072,0.57884306
-337.67656,-0.98651358,-3.8484842,5.9704562,4.0474867,0.66309833
-339.33373,-2.4259588,-4.2392297,5.2328667,3.4541396,0.58150489
-337.6973,-1.0366832,-3.7983343,6.7279313,4.2523431,0.66060742
-341.8794,-5.3943028,-3.1772879,6.9966851,3.8341154,0.54091053
-338.93957,-2.2175394,-4.6917027,6.6623434,4.3194151,0.70860868
-337.08469,-0.38779612,-4.5415501,6.1347357,3.7332851,0.60847137
-337.11635,-0.40542935,-6.0588527,5.9267478,3.7436303,0.63006121
-337.64728,-1.0099518,-6.4132977,6.2600611,3.7868883,0.62917495
-341.03672,-4.4243623,-6.8341017,6.327917,3.4711914,0.62553407
-344.89353,-4.8663652,-7.9596808,4.2898465,3.0478958,0.60947069
-338.53629,-2.2192468,-2.5651786,6.8067382,3.9754603,0.65235179
-337.59441,-0.86480995,-6.3363187,5.8059663,3.7281898,0.660983
-337.15082,-0.40396854,-4.4592208,5.4978266,3.6006739,0.6329639
-337.35315,-0.64603737,-5.1345328,5.625593,3.8649496,0.6730358
-337.05257,-0.34981878,-4.3745856,5.9777616,3.6629915,0.61852307
-340.42098,-3.619314,-2.4914096,5.5386861,4.0050242,0.66652456
-339.94592,-3.0168344,-3.3263878,5.5417517,3.4384546,0.65195177
-338.43063,-1.7467175,-3.630227,6.8706179,4.4010444,0.66271244
-338.48105,-1.8120053,-3.6443437,6.1342588,4.0628962,0.69988251
-337.99878,-1.3189573,-4.8837552,5.6499723,3.532772,0.58395127
-338.36013,-1.6998428,-3.562076,6.1926218,3.680306,0.64884264
-338.5011,-1.7393941,-4.8960066,5.2937969,3.4700496,0.58594478
-338.95182,-2.237593,-4.5488153,6.8697806,4.4301666,0.69913114
-337.20595,-0.50744214,-4.5857835,5.9345051,3.6840653,0.60338687
-337.45075,-0.74113227,-4.3149584,5.7957625,3.9238491,0.63856547
-340.03219,-3.4916821,-6.2899391,5.4379655,3.2528678,0.63807434
-337.68669,-0.99237742,-3.9154018,5.937493,3.8943995,0.67970148
-337.27816,-0.51623384,-5.8852865,5.4680342,3.6192983,0.62231918
-337.90714,-1.171525,-5.8501357,5.8352362,3.7646105,0.60196303
-340.40326,-3.7824472,-3.5924539,7.6972296,4.406371,0.59192588
-338.90171,-2.3716485,-4.4966721,7.1012744,3.9779766,0.66154096
-338.35576,-1.4942836,-6.4732864,5.3063528,3.3435261,0.60982861
-338.55736,-2.0185927,-6.1793945,6.4796299,3.9925035,0.6851756
-337.51663,-0.69466258,-6.0999931,5.2635402,3.5944026,0.64853921
-337.52559,-0.75573794,-3.8727902,5.5607213,3.7590594,0.64922995
-338.28122,-1.2974911,-6.9088866,5.4484708,3.483013,0.62135606
-338.06065,-1.1769026,-4.2367775,5.1830471,3.6123224,0.65730831
-338.52342,-1.8833021,-5.7576227,5.7604116,3.6612447,0.68551571
-340.09453,-3.9785641,-5.0503075,7.8384592,4.1521559,0.65341197
-338.47554,-1.9523408,-3.8890908,7.1679766,3.963351,0.63843836
-337.43977,-0.74729552,-3.8825503,5.9569325,3.9343974,0.67120427
-338.92321,-2.0962051,-5.5293668,5.0369912,3.7158141,0.63939112
-338.99181,-1.7105283,-6.7091378,4.8346686,3.37037,0.63632217
-338.28647,-1.5826448,-5.2162491,5.5362706,3.7890317,0.70013793
-337.25207,-0.5325705,-4.5576503,5.5666577,3.6619938,0.65883338
-337.82747,-1.118148,-3.2450745,5.9969967,3.7488675,0.61092395
-339.97951,-3.5333964,-2.4740458,6.2859662,4.3446889,0.69507756
-339.46198,-2.9671212,-6.3926057,6.6635744,3.9334732,0.5836345
-337.81856,-1.1629376,-5.623242,6.4627365,4.1414354,0.63776377
-337.58347,-0.94238089,-5.3411468,6.635931,4.1683332,0.66551081
-337.23307,-0.55016132,-5.3210262,5.5986425,3.4943025,0.61705473
-336.86757,-0.17050224,-4.6702577,6.3109003,3.8373412,0.62585523
-338.53873,-1.682496,-4.5562487,5.0906212,3.6070615,0.68018633
-341.26702,-4.0804897,-4.2653294,4.772874,3.2750049,0.67756556
-338.38054,-1.9482354,-5.9996165,6.9680976,3.9759455,0.60671046
-338.33497,-1.6946181,-3.2275071,6.0401191,4.1144815,0.65847833
-340.21981,-2.7756185,-6.1293682,4.5142957,3.2110728,0.61033602
-338.57307,-1.9353134,-4.2632553,6.0785911,3.8122711,0.69139294
-339.19747,-2.3268401,-5.7136537,5.2170892,3.5831934,0.59213094
-338.95219,-2.2110891,-4.7274213,6.1426417,4.1186753,0.71740976
-339.02821,-2.184527,-5.2079991,5.000878,3.3343127,0.58576335
-337.55647,-0.83824705,-4.2427787,6.0065158,3.9848262,0.62990884
-337.70769,-1.1700638,-3.4718009,6.9167038,3.9757037,0.62906254
-338.1949,-1.743787,-4.7295666,7.4171923,4.1564906,0.63763494
-339.54443,-3.5827976,-6.4492854,7.2945067,4.4381474,0.67480893
-337.82209,-1.2545802,-4.1492353,7.1981986,4.2672016,0.65455768
-339.09398,-2.4814404,-4.6058657,6.9306332,3.8288694,0.57260532
-339.8455,-3.2441876,-2.8707541,6.026649,4.1560339,0.71291664
-337.46993,-0.72500978,-4.8806258,5.3829844,3.598488,0.61395195
-343.2355,-4.4900106,-2.8795862,4.6809102,3.4005425,0.65198754
-338.43651,-1.6581611,-4.4205785,5.5373366,3.7141031,0.59907819
-337.32565,-0.63934247,-4.9931061,6.4185158,3.8057956,0.6426156
-337.84144,-1.1369817,-3.4868645,6.0611424,3.6779036,0.63792517
-337.95153,-1.2059463,-4.391386,6.3713724,4.0012332,0.60473714
-337.48776,-0.94992302,-3.3592123,6.8353492,4.0619302,0.63180922
-337.08452,-0.36770471,-4.5415121,5.5927023,3.7692444,0.65415354
-339.48118,-2.9466598,-4.7493471,5.8375695,3.3660625,0.62968158
