# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = tmpwecy8pwh_model
# start_datetime = 2026-05-06 14:35:08 UTC
# method = laplace
#   laplace
#     mode = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_153459/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace_optimize/bayes_gp_rbf_screened-20260506153506.csv
#     jacobian = false
#     draws = 2000
#     calculate_lp = true (Default)
# id = 1 (Default)
# data
#   file = /var/folders/_z/jd9jlzfs0md6nvlwttph63x00000gn/T/tmpl428d0bz/nmskysre.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_153459/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace/bayes_gp_rbf_screened-20260506153508.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --filename-in-msg=bayes_gp_rbf_screened.stan
log_p__,log_q__,alpha,signal_scale,lengthscale,sigma
-329.61628,-2.4525023,-7.2198031,5.5715609,3.4345282,0.62822705
-329.11429,-2.4889916,-4.4789529,7.6448666,4.03022,0.59260012
-327.85919,-0.80298494,-4.3525923,5.8321367,3.6255596,0.5715572
-328.23396,-1.3174065,-5.5550593,6.8018592,3.8414771,0.60722422
-327.62312,-0.56561901,-4.9089018,6.1620318,3.4014198,0.55679509
-329.87768,-2.2946028,-4.2302706,4.97146,3.035672,0.54874159
-327.6564,-0.60869114,-5.7152246,6.0834664,3.4165813,0.57562512
-328.10602,-1.0397467,-5.1699493,5.3911998,3.4271556,0.62253999
-330.18781,-3.1547625,-5.9328224,5.3984512,3.1790794,0.49823621
-328.37834,-1.3856069,-5.5363385,5.2268605,3.0579523,0.56091816
-330.57985,-4.2099512,-3.9220027,8.0054171,3.8312994,0.54111897
-327.57353,-0.52660839,-5.5436582,5.9737827,3.5531161,0.60799414
-328.9502,-1.856039,-4.6411412,5.4327532,3.6648011,0.64320842
-327.90596,-0.97259721,-5.4077443,6.8321042,3.7429679,0.57277909
-329.24518,-2.1248493,-4.4424472,5.7418383,3.7545498,0.6571678
-328.86768,-1.8567117,-6.2853809,5.7695974,3.3993042,0.61865468
-330.02712,-2.9235662,-4.3205241,5.7290051,3.3560871,0.5070709
-328.09283,-1.0401499,-6.6848703,5.7227413,3.5902158,0.60384228
-329.44337,-2.7652207,-7.0767061,6.4473047,3.8109887,0.56933313
-332.01962,-4.8307955,-3.8603559,5.5171016,3.6508429,0.68934354
-331.61756,-4.6019654,-2.6939003,6.1962526,3.2839243,0.56877505
-328.69923,-1.5321385,-6.6665563,5.3727247,3.1420291,0.57613116
-328.41259,-1.3535528,-5.3533771,6.1557335,3.3038129,0.55922581
-329.13925,-2.0962191,-5.0864551,7.0953392,4.1181745,0.58826583
-328.92333,-1.7763779,-4.1001282,5.4977446,3.3046065,0.60289973
-328.64821,-2.0787929,-2.921996,6.8251845,3.7191211,0.57307882
-328.42923,-1.2026289,-4.8337898,5.0710932,3.1375779,0.55323967
-330.45768,-3.3194798,-3.56565,6.5550457,4.1700248,0.60083213
-330.57849,-3.37084,-6.7090095,5.5287977,3.6185882,0.55616955
-331.74234,-5.8355225,-1.4953616,6.8473637,3.6694498,0.52170364
-327.36206,-0.29386465,-5.9378348,5.6193448,3.3120545,0.56088331
-328.51545,-1.5901961,-6.8892934,6.005491,3.7147184,0.60701919
-328.13985,-0.92223071,-6.9262711,5.5006028,3.3562416,0.57154694
-328.03375,-0.9310859,-6.3941866,5.6112934,3.2225811,0.56435059
-329.44023,-2.2779743,-5.4012258,6.3765187,4.0940091,0.63308422
-327.78008,-0.69894925,-6.3448411,5.5645617,3.5308777,0.60161747
-330.70505,-3.5356569,-5.5936911,5.4245652,3.8055179,0.68076994
-328.76461,-1.735378,-3.4889734,5.9621566,3.5413753,0.54483346
-330.45689,-4.298117,-7.837524,6.6933426,3.7455599,0.55674533
-333.38708,-6.7288886,-5.8649324,6.6847119,3.7585727,0.6822336
-330.52418,-3.4336092,-4.9793148,6.9319324,3.3667371,0.52598271
-328.60043,-1.7826793,-4.2095729,7.2623342,3.8363493,0.55332427
-328.52634,-1.4616137,-6.4036452,5.5918147,3.2490829,0.59106672
-327.55025,-0.50418743,-5.113877,5.9401775,3.4090619,0.54102024
-327.27534,-0.21967119,-5.394105,5.9619603,3.636152,0.6004931
-329.05008,-1.9108675,-5.7434026,5.3304949,3.3364673,0.53201839
-327.45647,-0.36647574,-5.7315235,5.2841626,3.282622,0.57366053
-330.7061,-3.5717436,-5.7646334,5.1598995,3.5015232,0.67631319
-328.14598,-1.1146559,-6.3721514,5.7553222,3.682662,0.60855584
-330.00455,-2.8699187,-5.5653375,6.4230836,3.6788696,0.52089239
-328.66454,-1.5977308,-6.6431281,6.0710933,3.310412,0.55701078
-328.77439,-1.7394428,-6.160524,5.5368443,3.1796361,0.51514919
-328.06604,-0.89127913,-6.5032122,5.3126859,3.1997854,0.57630955
-328.41565,-1.1891262,-6.1144603,5.0199843,3.1667803,0.54887562
-327.72924,-0.68041868,-5.2379615,5.3667359,3.1760177,0.54870974
-328.30114,-1.2100688,-4.2317049,5.8536641,3.2630293,0.55326262
-332.16949,-3.9002742,-5.5553334,4.2329016,3.0250281,0.58133501
-329.36901,-2.2056898,-4.9910542,6.7029293,3.8929985,0.54847033
-328.21068,-1.0766838,-4.7458493,5.2477528,3.4040801,0.61321866
-328.18443,-1.1536523,-5.4180053,5.9357277,3.2876789,0.57284534
-330.39485,-3.3026722,-4.916695,6.6481332,3.2753179,0.50893007
-329.57864,-2.903402,-3.9371634,7.275329,3.7401344,0.59005068
-327.44413,-0.39011109,-5.6265255,5.5684734,3.3137698,0.54904482
-327.42916,-0.36877317,-5.1343812,5.9478543,3.6973755,0.59492493
-328.10637,-1.0829647,-4.0508119,6.4587204,3.8585434,0.57794849
-337.39976,-8.5605004,-9.0072099,5.5255346,2.8491236,0.52872179
-328.33371,-1.1936123,-4.3394262,5.5290005,3.1944281,0.55762687
-327.17607,-0.1226948,-5.0733249,5.7394378,3.3764652,0.56679994
-327.79235,-0.64129861,-4.5455207,5.3494964,3.3185043,0.5719063
-328.51541,-1.4522132,-5.834259,5.3879723,3.2215543,0.52424306
-327.38914,-0.33979867,-5.0768042,5.7655627,3.3281396,0.56831984
-327.54921,-0.51162782,-6.0031806,5.9138695,3.6432007,0.58843982
-328.48348,-1.4173702,-4.5790853,5.4976336,3.6224557,0.58521456
-329.0571,-2.1533835,-2.7859949,6.14333,3.4924567,0.56036153
-330.27144,-3.1497135,-5.8655273,6.628721,4.0524162,0.57461303
-328.72905,-1.6908082,-5.7911463,5.3267604,3.3525087,0.62993332
-328.89106,-1.7574007,-3.1815242,5.804839,3.4119768,0.57723824
-333.09133,-6.3555994,-1.4734807,5.6790237,3.8071255,0.61784846
-327.69192,-0.65869875,-4.2486028,6.1922066,3.7012169,0.56945181
-329.00215,-2.380364,-2.8138621,6.7340587,3.9822147,0.58795389
-328.33477,-1.1952853,-4.0951664,5.6738792,3.255222,0.56144416
-329.96035,-2.8270688,-6.8529317,5.7664824,3.3657762,0.51575754
-328.5515,-1.6025837,-6.9527744,6.1694863,3.4939068,0.55056108
-328.11969,-1.0648376,-4.4005161,5.5679619,3.6415977,0.60474114
-327.4404,-0.3867625,-5.4425288,5.4027892,3.2520015,0.5728705
-328.50941,-1.5782315,-5.1030189,6.9308378,3.9027653,0.61673513
-330.88343,-4.9557392,-8.029788,6.8947102,3.6590868,0.56540713
-330.99319,-3.1847247,-4.8978547,4.527376,2.9327594,0.57680118
-329.06418,-1.9634303,-4.6681288,5.7998663,3.4551155,0.52366693
-328.12488,-1.101146,-6.1475053,5.9178173,3.7430837,0.59702626
-327.82889,-0.72588623,-6.1850327,5.3435639,3.2376489,0.58434335
-331.39742,-4.4333408,-6.0359966,4.696605,2.9204401,0.6097964
-328.60547,-1.3548883,-4.4941764,5.1783529,3.1437099,0.56848536
-329.72973,-2.708188,-5.7751278,6.2083159,3.2527965,0.56861065
-327.6818,-0.61195362,-4.7350528,6.3746064,3.8454561,0.59677296
-329.80347,-2.7031366,-3.7520165,6.1830803,3.2283283,0.52827457
-331.16925,-3.5859746,-6.4630188,4.5399158,3.1448899,0.63806793
-327.83888,-0.79587419,-6.6801933,5.8648789,3.5253685,0.57862948
-327.71203,-0.68287846,-5.9021534,6.1719012,3.5014501,0.54713114
-331.48532,-4.2776276,-7.3398103,5.3524727,3.2153415,0.63137009
-330.90337,-4.017819,-4.8127018,5.4559661,2.9136736,0.53865358
-330.20156,-2.9845526,-4.1609091,6.2539026,4.0316009,0.58687983
-327.29575,-0.24153991,-5.4037539,5.5063596,3.2988227,0.56008055
-328.80919,-2.0838345,-5.80663,7.1458619,3.9986018,0.60286996
-329.41331,-2.5140287,-6.5121691,6.2892778,3.9859513,0.626295
-328.5406,-1.2322511,-6.6240092,5.0466984,3.1105622,0.57292732
-328.29453,-1.1791696,-7.0181266,5.7624417,3.4359428,0.56306373
-327.83035,-0.76110658,-4.5445264,6.1619761,3.8240193,0.61540036
-328.77143,-1.4997534,-7.3664566,5.6018701,3.3411723,0.57691216
-328.10597,-1.0161388,-6.3994941,5.5696124,3.321282,0.59670753
-327.5533,-0.48928077,-5.7894083,5.4589232,3.5053434,0.59427113
-330.59631,-3.243671,-5.5320958,4.7181103,2.9674564,0.51433625
-328.04887,-0.92440965,-5.169858,5.1265849,3.3825252,0.60123881
-330.70414,-3.6715365,-6.7157919,5.7442272,3.2026319,0.49233172
-327.81724,-0.69267143,-5.7840108,5.175559,3.2434878,0.55800502
-332.36062,-4.6809505,-4.992253,4.493747,3.3043826,0.65673323
-331.01248,-3.9521515,-6.6631448,5.5914345,3.5419842,0.6715926
-332.82485,-3.7100089,-7.3822624,4.2791649,2.9641435,0.57861913
-328.41832,-1.5882959,-6.051257,6.8047915,3.6872674,0.58245272
-327.1739,-0.12443944,-5.4458058,6.1018713,3.5194304,0.57112127
-328.26488,-1.1173831,-6.7180384,5.6510926,3.2968471,0.54208313
-328.13609,-1.0234,-3.9074475,5.6661093,3.4326854,0.59521303
-334.82957,-5.3584289,-7.4801269,4.1215448,3.0916681,0.61542615
-328.09195,-1.033665,-6.5152044,6.0268002,3.361921,0.55681617
-328.57351,-1.2960706,-6.9942561,5.3208307,3.4101989,0.58158235
-328.61784,-1.6322107,-5.4625357,5.7061558,3.1543158,0.563566
-329.82877,-2.5978059,-4.2212029,6.5074391,4.0608797,0.5829533
-327.45711,-0.40127909,-5.1672458,5.5149865,3.3871414,0.59770299
-329.71084,-2.1366672,-6.7129324,4.7132401,2.9532155,0.56456884
-328.24097,-0.97988066,-6.4777596,5.1407478,3.2392795,0.55917864
-329.44011,-2.192234,-6.2182,4.7701813,2.9969602,0.58629598
-327.35011,-0.29786211,-5.5904773,5.8070569,3.6179654,0.59784174
-328.72824,-1.5311679,-5.3250182,5.0304101,3.2905061,0.55609028
-327.68714,-0.67279617,-4.9768482,6.615212,3.6059206,0.56078247
-328.05927,-1.1290631,-3.9742654,6.6810786,3.6334458,0.54907728
-329.98086,-3.2952691,-4.9225922,7.612497,3.846841,0.52905721
-328.72636,-1.372644,-6.1035708,4.7882345,3.1238645,0.57185339
-328.12552,-1.1517509,-3.7834268,6.3175141,3.8625785,0.59534884
-327.33156,-0.28416255,-5.2702905,5.7769521,3.3226615,0.5568701
-327.95231,-0.92613322,-5.6497128,5.7474988,3.4006104,0.60664868
-329.3729,-2.2193064,-5.8272835,4.9212282,3.2530911,0.6315046
-328.14962,-1.2847769,-6.6602184,6.3600306,3.657262,0.5751248
-328.12681,-1.0757401,-6.1716896,5.8396682,3.2755456,0.53146467
-329.12739,-2.1281831,-3.7091208,5.9121991,3.8602479,0.60180938
-331.82251,-4.7721412,-6.2318098,5.0225745,2.9757224,0.48207382
-328.71383,-1.6177375,-6.627831,5.5670735,3.3515587,0.612506
-330.1683,-3.0796116,-7.4028616,5.4653931,3.6903037,0.61989107
-329.28655,-2.018495,-4.1382007,5.3354982,3.1942964,0.52690635
-331.12551,-3.5508479,-7.6213904,5.0766654,3.4524838,0.6467064
-329.65025,-3.1439289,-3.4816912,7.7553138,4.2201195,0.61154284
-330.60454,-3.8762002,-5.8139389,5.0263167,2.7851888,0.5202038
-328.88943,-1.8711614,-6.5134279,5.8070314,3.7415405,0.58926551
-328.18089,-1.1692129,-5.5762392,6.2651006,3.5219367,0.60085427
-327.97236,-0.88258239,-5.0983582,6.0826033,3.8423845,0.61611389
-328.77642,-1.7601564,-5.541283,5.8347807,3.3240132,0.51313214
-327.96763,-0.94050226,-6.3162083,6.0411026,3.520826,0.55040245
-328.15623,-1.1495025,-6.5032001,6.0551143,3.5692841,0.55577285
-328.98914,-2.3185377,-7.3335271,6.3528507,3.6944335,0.58096309
-330.04654,-2.8960568,-5.1128818,5.5260451,3.678494,0.67417129
-327.44519,-0.41246602,-5.9522942,6.1364359,3.5029108,0.56297934
-331.73256,-5.0663075,-7.1226243,6.5286987,4.0655994,0.57950063
-329.2632,-1.8671778,-5.0071161,4.7722538,3.2232361,0.59993768
-331.24592,-4.3520597,-8.0172306,6.0351332,3.5450062,0.53641236
-333.94634,-5.1306724,-6.8167413,4.0946581,3.01355,0.62674694
-328.45912,-1.5528876,-3.3046434,6.0840199,3.69647,0.61252825
-330.41207,-3.7442216,-5.8039458,7.4274953,3.618261,0.529725
-329.11209,-2.2897027,-4.0902993,7.1763716,3.6461618,0.55918441
-327.9122,-0.77887506,-6.7019376,5.5643521,3.4506386,0.58007947
-329.71863,-2.1405385,-7.1248825,4.9302144,3.3387154,0.58934256
-331.66237,-5.3204616,-3.7936647,7.5781072,3.9335178,0.63768192
-330.39297,-3.4264384,-4.3925806,6.1861542,3.32881,0.49032653
-328.20188,-1.2137139,-5.8765206,6.4751975,3.8643752,0.58518083
-327.51664,-0.46481257,-4.5330458,6.0355218,3.4176638,0.56766407
-329.21485,-2.0682199,-6.7063371,5.4887914,3.0451625,0.53463215
-332.66681,-4.2777126,-6.9897626,4.4720139,2.97077,0.52353803
-329.02448,-2.0120209,-6.7337157,6.1078661,3.3718891,0.58384799
-327.46943,-0.38859138,-5.8403492,5.4095329,3.4208149,0.57895745
-327.49018,-0.4115402,-6.215773,5.6556282,3.4652845,0.57295737
-328.96609,-1.8720233,-5.8075345,6.1879317,3.8600575,0.57661304
-330.19049,-3.0093735,-3.1056883,5.4230542,3.6449997,0.61783243
-328.00529,-0.94789625,-5.1270326,6.2975762,3.3864114,0.54015049
-327.58793,-0.52435236,-4.9809651,6.0568444,3.5727695,0.55259939
-327.24593,-0.18554448,-4.644601,5.7358541,3.4705427,0.573798
-329.33733,-2.3543331,-5.385872,6.6477096,3.4656727,0.51065679
-329.57879,-2.6434235,-4.1938265,6.1127194,3.4209775,0.61154201
-327.06363,-0.010492082,-5.3260725,5.8425407,3.4654282,0.5728901
-328.87858,-1.5403231,-4.1255339,5.2542454,3.1676236,0.5656839
-330.34759,-3.1344649,-3.9676335,5.588734,3.4019109,0.51827024
-327.75263,-0.71057561,-5.3234363,6.016264,3.3906017,0.58163228
-330.14751,-2.7682409,-4.1731327,4.9651306,3.4629939,0.62799171
-329.64948,-2.2673433,-5.8033312,4.7766359,3.2005272,0.55269415
-332.55223,-5.5658345,-5.7966934,5.0625136,3.358265,0.68904424
-328.9193,-1.7930198,-5.4160044,5.9860519,3.7952771,0.65377935
-328.72678,-1.6053906,-4.5413154,5.3858402,3.096606,0.53305929
-328.15172,-1.0579969,-6.1939874,5.6166174,3.5146371,0.56144129
-328.07783,-0.91671329,-5.1953275,5.08553,3.2023478,0.55761771
-328.45959,-1.5829116,-4.1309989,6.8195567,3.7259433,0.60022901
-329.36021,-2.6926431,-3.8928449,7.4702872,3.749093,0.54654878
-327.27,-0.20223948,-4.9099987,5.5544373,3.3785117,0.57805731
-335.31482,-7.4471343,-2.1777612,5.0674362,3.6411368,0.59444558
-332.75665,-5.5089668,-7.0903544,4.9375987,3.7061134,0.67072489
-328.5123,-1.5285722,-4.6342185,6.5360172,3.7194131,0.62191161
-327.43196,-0.40153976,-4.3309307,6.1655368,3.5219991,0.55975909
-327.91664,-0.86211359,-4.3597722,5.912134,3.3718293,0.57914165
-328.0598,-1.0346121,-5.6945958,6.1236806,3.4494289,0.59349006
-328.12668,-1.0633939,-4.6177935,5.8793328,3.8001236,0.61371568
-331.9743,-4.8343624,-4.9749596,7.0179805,3.3128981,0.53255168
-328.48999,-1.5317862,-4.4773511,6.9198111,3.9489756,0.62077839
-328.89639,-1.8737781,-6.7722736,6.0124973,3.5029462,0.53816575
-329.74847,-1.9720544,-7.0595664,4.8200904,3.0429454,0.54977951
-329.02349,-1.9272792,-4.0390138,6.4292676,4.042013,0.63856873
-329.37054,-2.0851093,-7.1812977,5.5602442,3.2259502,0.52729421
-328.60985,-1.8310024,-5.850508,6.9961683,3.9285454,0.60539575
-329.04546,-2.3205136,-6.4403328,6.7976329,3.6694891,0.59248314
-330.9969,-3.6745242,-3.1011214,5.7281408,3.2014726,0.57469043
-328.35342,-1.576551,-3.0870682,6.4469823,3.6583181,0.56297146
-329.67555,-2.1893874,-7.6849184,5.3369873,3.4053692,0.57968224
-330.9801,-3.7128929,-3.2335383,5.6858377,3.3081395,0.50937271
-329.21711,-2.4078093,-4.5581568,7.5203622,4.1707336,0.6096826
-328.80718,-1.701542,-5.5472628,5.2573933,3.4974657,0.57001719
-331.72284,-4.3798949,-2.1342078,5.8558033,3.3165223,0.53111608
-329.88892,-3.0624046,-5.9122868,5.1324164,2.8598655,0.52809046
-340.75056,-10.103205,-8.5865577,4.1656575,3.2079592,0.70029875
-330.92869,-3.8146473,-3.904766,5.7570362,3.3082113,0.49647983
-329.3498,-2.0723795,-3.3094738,5.677279,3.285439,0.54183946
-327.94776,-0.91502263,-5.0402896,5.7594704,3.2542488,0.56933851
-329.79123,-2.3875947,-6.6079757,4.756797,2.9841021,0.58602681
-328.83631,-1.5028089,-5.0803072,4.8325225,3.1793987,0.58776288
-327.98354,-0.91892295,-5.8280948,5.3243728,3.3240471,0.6092487
-328.39705,-1.4010759,-5.632855,5.2867436,3.0778976,0.52540579
-327.96091,-0.91098537,-5.5558905,6.0921402,3.3193034,0.53821628
-330.659,-3.3819502,-5.6181394,6.0531173,3.7450394,0.5374312
-328.34413,-1.1615412,-6.6275923,5.4358448,3.1840197,0.53860937
-328.02123,-1.134096,-4.2398219,6.9754093,3.7753982,0.57376921
-331.51995,-4.2535927,-6.7773995,5.1546171,3.0467094,0.49012014
-327.76122,-0.70658431,-5.0830927,6.5204624,3.869531,0.60370492
-328.66592,-1.6590271,-5.8037441,6.5777982,3.8186187,0.55733175
-327.69564,-0.76258445,-3.9510085,6.5469915,3.6713395,0.57805288
-331.4286,-4.6239332,-4.7279422,7.5089035,3.5650339,0.55640512
-327.5886,-0.52953849,-5.4959836,6.0202508,3.5553247,0.55308205
-329.16482,-2.113255,-4.206572,5.8081121,3.2420499,0.51159898
-327.54911,-0.48769472,-5.7788424,5.5395797,3.4350086,0.60608466
-328.10708,-1.1180712,-5.6773152,6.6185148,3.5398122,0.55492445
-328.44426,-1.4194939,-6.5879324,5.9204199,3.4810268,0.60921068
-329.77427,-2.8206084,-5.4436128,5.7816741,3.0261047,0.52367753
-327.97343,-0.90533488,-5.9131684,5.8728487,3.5763265,0.55733171
-329.3472,-2.9168356,-2.422345,6.5731442,3.9439305,0.61511503
-330.65448,-3.9436998,-5.4555148,5.2962199,3.0399982,0.60071444
-329.7878,-2.6435091,-4.7726105,5.1253912,3.5866539,0.65075181
-328.07305,-1.0074517,-4.419755,5.8167667,3.6495193,0.57095033
-327.91668,-0.84881243,-6.3613065,5.6593104,3.5658064,0.61282251
-328.54187,-1.2654242,-6.9396055,5.3003645,3.4023601,0.58014956
-329.03556,-2.3377355,-3.9149102,7.5670944,4.0413278,0.56800356
-328.18521,-1.2014635,-4.8570335,6.7807335,3.861658,0.6143068
-332.49949,-6.0467303,-8.3176321,6.5908993,3.4081174,0.56972963
-327.75626,-0.6796477,-5.1446082,6.30624,3.7824284,0.57609436
-328.65114,-1.5918579,-5.5480552,5.1158492,3.2293583,0.61409808
-333.15529,-6.8130554,-7.1200608,6.9068735,4.4212695,0.64415685
-328.46597,-1.5190409,-3.6148165,6.2428176,3.8548742,0.62533551
-329.40501,-1.8978506,-7.0731724,4.9954,3.2248011,0.60798397
-330.88489,-3.8994597,-6.6254666,5.5781317,2.919524,0.50423221
-332.51352,-5.4328525,-7.0750912,5.8274025,3.9333727,0.69734809
-328.33728,-1.4237327,-4.2071512,6.7372442,3.6664571,0.59297073
-330.70753,-3.1500364,-7.9155337,5.2457028,3.4818036,0.59116484
-331.62324,-4.8657067,-7.6104735,6.0511046,3.8635899,0.57486033
-328.17568,-1.1237863,-6.1395008,6.1433897,3.3526083,0.55871644
-329.77672,-3.1983896,-6.2625078,7.1394465,4.1062422,0.62877314
-327.7585,-0.70852166,-4.4860265,5.885648,3.7292182,0.6075304
-330.21807,-3.2765126,-3.6434803,6.7252494,3.6694741,0.51228983
-329.01993,-1.8541093,-4.6550549,6.1936016,3.7910142,0.55571906
-327.24606,-0.19116901,-5.1733681,5.6390609,3.4985735,0.57730001
-330.94414,-4.0438132,-3.8920839,6.4179572,3.78769,0.66840846
-328.59948,-1.5464158,-6.2396603,5.3445205,3.0669888,0.52539814
-328.89112,-1.6888737,-4.6148727,5.0779658,3.4364836,0.59067698
-328.34278,-1.3566578,-5.315254,5.3696281,3.0658445,0.5443023
-328.06612,-1.0696697,-5.8452162,6.4258908,3.53441,0.54053741
-328.15872,-1.2050533,-3.4975497,5.9953722,3.7069652,0.59860313
-329.30873,-2.1304745,-6.4985776,5.1996182,3.0789146,0.51583292
-328.0194,-0.98651358,-4.1808224,5.89925,3.7571234,0.60481925
-329.65357,-2.4259588,-4.6757276,5.1283882,3.1314082,0.51861201
-328.05545,-1.0366832,-4.1470706,6.6234478,3.9443938,0.60215933
-332.24315,-5.3943028,-3.7749135,6.7654883,3.4302085,0.47647098
-329.38777,-2.2175394,-4.9148882,6.59444,4.0578285,0.65371356
-327.4371,-0.38779612,-4.9311976,6.0046854,3.4121371,0.54688788
-327.47151,-0.40542935,-6.3020133,5.8231181,3.4432834,0.56968162
-328.00568,-1.0099518,-6.6415646,6.1380577,3.4821415,0.56874327
-331.4685,-4.4243623,-7.0803882,6.1806368,3.1887737,0.5648908
-335.67461,-4.8663652,-8.0953746,4.2343857,2.7871078,0.54793991
-328.8679,-2.2192468,-3.0480643,6.6766427,3.6794139,0.59335581
-327.94145,-0.86480995,-6.5211045,5.7260181,3.4590157,0.60256028
-327.50114,-0.40396854,-4.8129885,5.4133983,3.3146881,0.57275648
-327.70252,-0.64603737,-5.367831,5.5690195,3.5975391,0.615448
-327.40655,-0.34981878,-4.7664113,5.8597569,3.357916,0.55748316
-330.70124,-3.619314,-2.9027876,5.4900999,3.7212226,0.60848076
-330.27491,-3.0168344,-3.7656386,5.456213,3.1825114,0.59292973
-328.80797,-1.7467175,-3.978446,6.767287,4.08454,0.60440707
-328.8538,-1.8120053,-3.9586283,6.0755757,3.8085144,0.64429576
-328.32564,-1.3189573,-5.2811458,5.5247332,3.2050596,0.52116809
-328.70856,-1.6998428,-3.9864222,6.0805497,3.4031752,0.58961953
-328.82582,-1.7393941,-5.2802954,5.1888481,3.1501586,0.52325234
-329.40559,-2.237593,-4.788616,6.7910115,4.1516175,0.64348577
-327.55334,-0.50744214,-4.9752239,5.8112165,3.3620772,0.54153979
-327.79988,-0.74113227,-4.6467982,5.7141052,3.6176557,0.57869712
-330.43345,-3.4916821,-6.5499626,5.3407431,2.9991842,0.5781759
-328.04068,-0.99237742,-4.2419462,5.8693687,3.6314069,0.62259244
-327.63656,-0.51623384,-6.1434003,5.3805123,3.3215852,0.56149226
-328.25825,-1.171525,-6.1341701,5.7216186,3.4340361,0.5400435
-330.72977,-3.7824472,-4.0557733,7.4910735,4.006569,0.52951296
-329.24136,-2.3716485,-4.8405008,6.9591807,3.6910905,0.60315601
-328.75788,-1.4942836,-6.7324462,5.2070407,3.0574821,0.54831678
-328.91726,-2.0185927,-6.3480519,6.390041,3.7282109,0.62846873
-327.86929,-0.69466258,-6.305458,5.2001069,3.3235379,0.58929662
-327.87176,-0.75573794,-4.2337512,5.4896842,3.4763,0.59003174
-328.66971,-1.2974911,-7.1108605,5.3543877,3.1957368,0.5604747
-328.4039,-1.1769026,-4.561571,5.1292272,3.3482345,0.59863899
-328.88507,-1.8833021,-5.964829,5.6925402,3.4194877,0.62883409
-330.42792,-3.9785641,-5.3700351,7.6545007,3.843914,0.59448528
-328.82556,-1.9523408,-4.3070283,7.0050425,3.6539063,0.57856221
-327.7885,-0.74729552,-4.2165582,5.8851687,3.6603069,0.61348703
-329.26751,-2.0962051,-5.7583758,4.9870105,3.4268461,0.5795735
-329.38501,-1.7105283,-6.8906593,4.777392,3.1058622,0.57631695
-328.66102,-1.5826448,-5.4202412,5.4942873,3.5522825,0.64457115
-327.6035,-0.5325705,-4.8709804,5.495384,3.3956543,0.60026595
-328.19094,-1.118148,-3.7178668,5.8779533,3.4288648,0.54947035
-330.31823,-3.5333964,-2.8533999,6.2311432,4.0673038,0.63911854
-329.81499,-2.9671212,-6.6757184,6.4938579,3.5678516,0.52083701
-328.18105,-1.1629376,-5.8656303,6.3533453,3.817185,0.57784634
-327.95181,-0.94238089,-5.5778854,6.5352557,3.871734,0.60739706
-327.5877,-0.55016132,-5.6496916,5.4937396,3.202049,0.55593356
-327.22035,-0.17050224,-5.0251957,6.1865388,3.5251039,0.56523047
-328.88337,-1.682496,-4.8288862,5.0523348,3.3641689,0.62311259
-331.58766,-4.0804897,-4.5898086,4.732993,3.0526331,0.6203018
-328.74645,-1.9482354,-6.2909797,6.7967864,3.6317828,0.54503481
-328.66668,-1.6946181,-3.6055113,5.9658817,3.8144098,0.59988713
-330.65397,-2.7756185,-6.3867961,4.4546666,2.9369233,0.54885112
-328.94124,-1.9353134,-4.5689976,6.0047966,3.5659116,0.63515259
-329.55297,-2.3268401,-6.0114928,5.1260106,3.2589668,0.5297278
-329.38482,-2.2110891,-4.9389999,6.0959523,3.8781021,0.66323234
-329.36165,-2.184527,-5.572805,4.9068207,3.0268871,0.52306261
-327.90769,-0.83824705,-4.5923531,5.910871,3.6647362,0.56952028
-328.0598,-1.1700638,-3.9192183,6.7642629,3.6554638,0.56862428
-328.54267,-1.743787,-5.0741512,7.2493927,3.830907,0.57770964
-329.96248,-3.5827976,-6.5921063,7.1766332,4.1324714,0.61734731
-328.17608,-1.2545802,-4.4963459,7.0625928,3.9515648,0.59570623
-329.47166,-2.4814404,-5.056633,6.7282402,3.4610717,0.50932896
-330.20339,-3.2441876,-3.212361,5.9852534,3.9087874,0.65837031
-327.82101,-0.72500978,-5.2199358,5.294792,3.2944101,0.55266117
-333.52394,-4.4900106,-3.3091664,4.6404688,3.1474879,0.59296783
-328.78466,-1.6581611,-4.8038503,5.4375541,3.3850603,0.53701375
-327.67763,-0.63934247,-5.3142718,6.2961714,3.5129479,0.58299796
-328.19447,-1.1369817,-3.9231346,5.9504159,3.3905076,0.57801761
-328.29775,-1.2059463,-4.7739984,6.2388051,3.6526997,0.54295931
-327.83303,-0.94992302,-3.7981567,6.6949593,3.7376152,0.57153302
-327.43398,-0.36770471,-4.8486892,5.5230565,3.4904878,0.59527551
-329.85436,-2.9466598,-5.1346672,5.7177736,3.0960019,0.56927966
