rank,formula,predicted_freesolv,predictive_sd,target_error,bayesian_credible_score_percent,score,atoms,heavy_atoms,edges,dietz_bonding_systems,min_bond_length_angstrom,max_bond_length_angstrom,min_nonbonded_distance_angstrom,min_bond_angle_degrees,seed_molecule,random_seed,target_freesolv
234,C6H15ClFN3O,-6.6382991675101914,5.0163447813865725,1.6382991675101914,18.57265896376789,-1.683479634887188,27,12,26,26,1.01,1.6900000000000004,1.344696418535967,77.85887365582464,water,0,-5.0
235,C9H13ClFN3,-7.0846361741707025,4.832170248291471,2.0846361741707025,18.53521091496807,-1.8854979701694234,27,14,27,28,1.0099999999999998,2.1453170846329614,1.5103655074585032,79.06119857046933,water,0,-5.0
236,C10H24N2O2,-4.583636486207195,5.290518203422708,0.41636351379280523,18.517419693432476,-1.8864582918853579,38,14,37,37,1.0099999999999998,1.7699999999999998,1.4174512436176283,79.41737012748415,water,0,-5.0
237,C7H17ClFN3O,-6.297674247753073,5.147493395548696,1.297674247753073,18.49529336014007,-1.7876538992376825,30,13,29,29,1.0099999999999998,1.7699999999999998,1.4023957218107772,81.88861126597833,water,0,-5.0
238,C7H16Cl2FN3O,-6.259065602636806,5.158481444556479,1.259065602636806,18.49267166288796,-1.8877956587129532,30,14,29,29,1.01,1.77,1.4283556979968262,86.35232971577088,water,0,-5.0
239,C9H21ClN2O,-4.986030046213811,5.322529445183503,0.013969953786189038,18.4649255254945,-1.7892971709711731,34,13,33,33,0.96,1.75,1.3881238824825237,70.52877936550931,water,0,-5.0
240,C9H13Cl2N3,-7.1753528208742265,4.807242360147321,2.1753528208742265,18.462229285459195,-1.889443201178694,27,14,27,28,1.0099999999999998,2.1453170846329614,1.5103655074585032,81.11300656182603,water,0,-5.0
241,C9H13FN2O2,-5.325794056243688,5.317373911974083,0.32579405624368807,18.448803003120965,-1.8901706954858384,27,14,27,28,0.9600000000000001,2.1453170846329614,1.5132085117392118,79.66620413800496,water,0,-5.0
242,C6H13Cl2F2N3O,-5.784854292694856,5.276465561057594,0.7848542926948561,18.422827296593102,-1.8915796763534605,27,14,26,26,1.0099999999999998,1.7700000000000002,1.3629093976204798,79.1181622194986,water,0,-5.0
243,C9H20Cl2N2O,-4.774059030819794,5.330406315190789,0.2259409691802059,18.422635135674184,-1.8915901069957288,34,14,33,33,0.96,1.75,1.3881238824825237,70.52877936550931,water,0,-5.0
244,C7H14Cl3FN2O,-1.7050443480189534,3.1410750372950074,3.294955651981047,18.407851421101274,-1.8923929047184311,28,14,27,27,1.01,1.7700000000000002,1.4300588729748929,77.91585509895684,water,0,-5.0
245,C3H10FN3O,-7.7385440129862895,4.411877765886729,2.7385440129862895,18.404346059231973,-1.6925833503924104,18,8,17,17,1.0099999999999998,1.5400000000000003,1.428355697996826,70.52877936550931,water,0,-5.0
246,C7H16Cl2N2O2,-5.8813904130195045,5.26961091903048,0.8813904130195045,18.393969678114818,-1.7931473099750301,29,13,28,28,0.96,1.75,1.3881238824825237,70.52877936550931,water,0,-5.0
247,C7H17ClFN3O,-6.319004705634278,5.1817353175651455,1.3190047056342777,18.36621031408175,-1.7946576055892265,30,13,29,29,1.01,1.7700000000000005,1.5132085117392116,70.52877936550931,water,0,-5.0
248,C10H22N2O2,-4.5623286419084526,5.353036449984329,0.43767135809154745,18.304100036371942,-1.8980451055318217,36,14,36,36,1.0099999999999998,2.1535247916774582,1.4940235458467748,77.91585509895684,water,0,-5.0
249,C6H15ClFN3O2,-5.846343003106097,5.310231224032491,0.8463430031060968,18.280677113287016,-1.7993255794398348,28,13,27,27,1.0099999999999998,1.7699999999999998,1.5132085117392116,82.06375048550542,water,0,-5.0
250,C7H17ClN2O2,-6.034555878862169,5.282761002841299,1.034555878862169,18.258048314899423,-1.7005641996169465,29,12,28,28,0.96,1.75,1.3881238824825237,70.52877936550931,water,0,-5.0
251,C7H16ClFN2O3,-6.63392648803592,5.1222385818602465,1.6339264880359199,18.244571634710542,-1.9013025948784266,30,14,29,29,0.9599999999999997,1.6900000000000004,1.4520096382062482,75.21785058825024,water,0,-5.0
252,C7H15Cl2FN2O2,-1.7865986622213963,3.7827181039400535,3.2134013377786035,18.241501536935978,-1.901470883626156,29,14,28,28,1.01,1.7700000000000002,1.4300588729748929,77.91585509895684,water,0,-5.0
253,C7H17ClFN3O,-6.444382700863144,5.198209708776586,1.4443827008631436,18.2007051174145,-1.803709849940739,30,13,29,29,1.01,1.6900000000000004,1.4283556979968262,86.35232971577088,water,0,-5.0
254,C8H19FN2O2,-5.275762515458853,5.396763649226179,0.2757625154588528,18.196501942669343,-1.8039408113305457,32,13,31,31,0.9599999999999997,1.7700000000000002,1.2311473401510196,69.00305646067956,water,0,-5.0
255,C8H18N2O3,-6.023601734858131,5.305527585571102,1.023601734858131,18.192212585182002,-1.8041765634071367,31,13,31,31,1.0099999999999998,2.1535247916774582,1.493254359943579,77.91585509895684,water,0,-5.0
256,C8H11Cl2N3O,-7.575457134422446,4.640910001801664,2.5754571344224457,18.181726713590937,-1.904753123003578,25,14,25,26,1.0099999999999998,2.1453170846329614,1.428355697996826,70.52877936550931,water,0,-5.0
257,C8H18F2N2O2,-5.122403549509488,5.41436422737094,0.12240354950948795,18.157726011436484,-1.906074040290132,32,14,31,31,0.9599999999999997,1.7700000000000002,1.2311473401510196,69.00305646067956,water,0,-5.0
258,C7H16ClF2N3O,-6.352934211417478,5.248383463169447,1.3529342114174776,18.126200266687633,-1.9078117658295548,30,14,29,29,1.0099999999999998,1.7700000000000005,1.5132085117392116,70.52877936550931,water,0,-5.0
259,C8H19ClFN3O,-6.229680370499971,5.2852038169612605,1.2296803704999713,18.11139441953308,-1.9086289198435906,33,14,32,32,1.0099999999999998,1.77,1.5132085117392116,80.26438968275464,water,0,-5.0
260,C9H21FN2O2,-4.890170657739953,5.479580046149961,0.10982934226004737,17.94957205902569,-1.9176039120608008,35,14,34,34,0.96,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
261,C8H20N2O2,-5.416837862690001,5.471857908270212,0.41683786269000134,17.9271728740536,-1.718852586539171,32,12,31,31,0.9599999999999997,1.7700000000000002,1.2311473401510196,69.00305646067956,water,0,-5.0
262,C9H21FN2O2,-4.8677111862698,5.503075985156405,0.13228881373019963,17.873864530757988,-1.9218306221804735,35,14,34,34,0.96,1.5400000000000003,1.3370712697543565,77.33496890016049,water,0,-5.0
263,C7H16ClF2N3O,-6.360037790875038,5.331571619376824,1.3600377908750376,17.864341137427413,-1.922363575269636,30,14,29,29,1.0099999999999998,1.6900000000000004,1.4974618084123874,81.72786979812636,water,0,-5.0
264,C8H18Cl2N2O2,-5.432221922524979,5.493029968094833,0.43222192252497926,17.85692792749666,-1.9227786338737245,32,14,31,31,0.96,1.75,1.5132085117392118,70.52877936550931,water,0,-5.0
265,C3H11N3O,-7.93486599016229,4.43825886267829,2.93486599016229,17.85128469650796,-1.7230947085591255,18,7,17,17,1.0099999999999998,1.5400000000000003,1.428355697996826,70.52877936550931,water,0,-5.0
266,H2O4,-7.7146970506680645,4.6654876186909116,2.7146970506680645,17.826205982707652,-1.7245005651624572,6,4,5,5,0.96,1.4800000000000002,2.3899999999999997,180.0,water,0,-5.0
267,C8H19ClN2O2,-5.655792503704026,5.485383138733544,0.655792503704026,17.81106173356213,-1.8253504760017345,32,13,31,31,0.96,1.75,1.3881238824825237,70.52877936550931,water,0,-5.0
268,C6H14Cl2FN3O2,-5.630780792489078,5.489817072207874,0.6307807924890776,17.80652953247155,-1.9256049682879304,28,14,27,27,1.0099999999999998,1.7700000000000002,1.5132085117392118,77.60094302607001,water,0,-5.0
269,C8H12N2O3,-7.668628063433697,4.71784418142484,2.6686280634336974,17.79193595162718,-1.8264248677674972,25,13,25,26,0.96,2.1453170846329614,1.428355697996826,90.0,water,0,-5.0
270,C9H22ClN3O,-6.141519089547002,5.409750357600943,1.1415190895470024,17.79006776990108,-1.9265298748796564,36,14,35,35,1.01,1.7700000000000002,1.5132085117392116,72.46547495725996,water,0,-5.0
271,C9H22N2O3,-5.497515576816816,5.509720055885592,0.4975155768168156,17.78764916555046,-1.92666583663115,36,14,35,35,1.0099999999999998,1.7699999999999998,1.5132085117392116,79.41737012748415,water,0,-5.0
272,C7H16Cl2FN3O,-6.325193328270929,5.381033289479733,1.3251933282709292,17.74317568777107,-1.9291692122881379,30,14,29,29,1.0099999999999998,1.75,1.428355697996826,70.52877936550931,water,0,-5.0
273,C9H20N2O3,-6.0909563282237675,5.440701906590213,1.0909563282237675,17.72902758771535,-1.9299669129945798,34,14,34,34,1.0099999999999998,2.1535247916774582,1.2761269409685447,59.660831900607704,water,0,-5.0
274,C9H22N2O3,-5.101756086764993,5.56790082608538,0.10175608676499337,17.674390244283668,-1.9330534730023041,36,14,35,35,1.01,1.7700000000000002,1.4436803252197834,77.06785961228879,water,0,-5.0
275,C7H16Cl2FN3O,-6.005876111623831,5.484415187108701,1.0058761116238308,17.648120839868035,-1.9345408762730503,30,14,29,29,0.9600000000000001,1.77,1.2634547826326268,79.1181622194986,water,0,-5.0
276,C5H11Cl2F2N3O2,-6.0246953411554856,5.487932001440136,1.0246953411554856,17.626704443993177,-1.9357551359233207,25,14,24,24,1.0099999999999998,1.7700000000000002,1.5132085117392118,88.45833630687238,water,0,-5.0
277,C8H18ClFN2O2,-5.177642840270033,5.590165314928347,0.17764284027003274,17.600419032968546,-1.937247475536013,32,14,31,31,0.96,1.7699999999999998,1.3370712697543565,77.33496890016049,water,0,-5.0
278,C9H22N2O3,-5.17650583645402,5.59250919814358,0.1765058364540204,17.593387825910174,-1.9376470462434452,36,14,35,35,1.0099999999999998,1.7700000000000002,1.4347161420619652,77.06785961228879,water,0,-5.0
279,C7H16ClF2N3O,-5.909073375343474,5.549405623062499,0.9090733753434739,17.505337870205757,-1.9426643304135032,30,14,29,29,1.0099999999999998,1.7700000000000002,1.3629093976204798,79.1181622194986,water,0,-5.0
280,C9H21ClN2O2,-5.252450366145846,5.625928942192629,0.2524503661458457,17.483460686204236,-1.9439148555961405,35,14,34,34,0.9599999999999997,1.7700000000000002,1.4,69.00305646067956,water,0,-5.0
281,C8H19FN2O2,-5.213813243069667,5.636972993511375,0.21381324306966665,17.455113990437134,-1.8455375149203546,32,13,31,31,0.96,1.5400000000000003,1.3370712697543565,77.33496890016049,water,0,-5.0
282,C7H17Cl2N3O,-6.038547197161685,5.569847640436104,1.0385471971616846,17.37616113583224,-1.8500709688085566,30,13,29,29,0.9600000000000001,1.77,1.2634547826326268,79.1181622194986,water,0,-5.0
283,C8H11Cl2N3O,-6.587316032243865,5.434921953897301,1.5873160322438649,17.364459472631808,-1.950744627680391,25,14,25,26,0.9600000000000001,2.1453170846329614,1.5103655074585032,81.11300656182603,water,0,-5.0
284,C8H19FN2O3,-6.528961892442259,5.4684535163317465,1.5289618924422594,17.320750853372438,-1.9532649319821231,33,14,32,32,0.96,1.6900000000000004,1.4520096382062482,75.21785058825024,water,0,-5.0
285,C9H22N2O2,-5.304286835951832,5.6810347807959785,0.3042868359518316,17.311800109921915,-1.853781829721438,35,13,34,34,0.9599999999999997,1.7700000000000002,1.2311473401510196,69.00305646067956,water,0,-5.0
286,C8H19FN2O3,-6.279683167435829,5.551732571827949,1.279683167435829,17.276803283236134,-1.9558054349089955,33,14,32,32,0.96,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
287,C7H17ClFN3O,-6.50624606869553,5.493487922246889,1.5062460686955301,17.269181076741255,-1.8562467137875558,30,13,29,29,1.0099999999999998,1.6900000000000004,1.428355697996826,81.72786979812636,water,0,-5.0
288,C8H20N2O3,-6.102149092320079,5.594985143558694,1.1021490923200794,17.266620329540398,-1.856395009011716,33,13,32,32,0.9600000000000001,1.7699999999999998,1.4023957218107772,79.41737012748415,water,0,-5.0
289,C10H23NO3,-7.441492265161493,5.088602980424706,2.441492265161493,17.260117333345242,-1.9567717023637232,37,14,36,36,0.9600000000000001,1.7700000000000002,1.4347161420619652,70.52877936550931,water,0,-5.0
290,C9H15N3O,-6.354309281718013,5.562793191469327,1.3543092817180131,17.192259498612103,-1.8607109326126525,28,13,28,29,0.96,2.1453170846329614,1.5103655074585032,79.06119857046933,water,0,-5.0
291,C9H14ClN3O,-6.32585746284988,5.576067815106393,1.3258574628498803,17.175269744191592,-1.9616996423732234,28,14,28,29,0.96,2.1453170846329614,1.5103655074585032,79.06119857046933,water,0,-5.0
292,C11H26N2O,-4.864076569556886,5.756433095992022,0.13592343044311406,17.1108995349195,-1.9654545258294938,40,14,39,39,0.9600000000000001,1.7699999999999998,1.2523525473524366,77.54444446805353,water,0,-5.0
293,C6H14Cl2FN3O2,-5.902731497181241,5.705788320798334,0.9027314971812412,17.05458868638471,-1.9687508873016026,28,14,27,27,1.0099999999999998,1.7700000000000002,1.5132085117392116,88.45833630687238,water,0,-5.0
294,C9H23N3O,-6.209426772266095,5.659043418170333,1.2094267722660952,17.020108719694065,-1.8707746751021568,36,13,35,35,1.01,1.7699999999999998,1.5132085117392116,72.46547495725996,water,0,-5.0
295,C8H20N2O3,-6.636754818762251,5.546075026281737,1.6367548187622507,17.011785476429257,-1.871263818808516,33,13,32,32,0.96,1.6900000000000004,1.4520096382062482,75.21785058825024,water,0,-5.0
296,C8H19Cl2N3O,-6.077713232802294,5.690349722807879,1.077713232802294,17.00985599060582,-1.9713772457768985,33,14,32,32,0.9600000000000001,1.77,1.2634547826326268,79.1181622194986,water,0,-5.0
297,C10H23NO3,-7.433495168331097,5.220835468718533,2.4334951683310972,16.940572024319987,-1.9754587296648771,37,14,36,36,0.96,1.6900000000000004,1.313552018542039,81.88861126597833,water,0,-5.0
298,C7H18ClFN4O,-6.891150499344125,5.491049916880404,1.8911504993441248,16.917236445066926,-1.9768371758197238,32,14,31,31,1.0099999999999998,1.7699999999999998,1.5132085117392116,84.51873227900289,water,0,-5.0
299,C8H20FN3O2,-5.718362211787027,5.786384930867232,0.718362211787027,16.90255977072472,-1.9777051098054819,34,14,33,33,1.0099999999999998,1.7700000000000002,1.2121563872768972,69.00305646067956,water,0,-5.0
300,C7H18ClFN4O,-6.726857273787443,5.561778776622631,1.7268572737874432,16.888833994719917,-1.978517492795953,32,14,31,31,1.0099999999999998,1.7699999999999998,1.4023957218107772,81.88861126597833,water,0,-5.0
301,C8H19Cl2N3O,-6.009087543623403,5.747094782497081,1.0090875436234032,16.887954488116446,-1.97856957037012,33,14,32,32,0.9600000000000001,1.77,1.2634547826326268,75.56270555096813,water,0,-5.0
302,C8H21FN4O,-6.480686662716436,5.639333295282368,1.480686662716436,16.886341609362663,-1.9786650796148046,35,14,34,34,1.0099999999999998,1.7699999999999998,1.4283556979968264,72.87186315110854,water,0,-5.0
303,C8H19Cl2N3O,-6.0990604882163675,5.736111577558736,1.0990604882163675,16.87113570590853,-1.979565970658324,33,14,32,32,1.0099999999999998,1.75,1.3881238824825237,70.52877936550931,water,0,-5.0
304,C8H19ClN4O,-6.551236665401288,5.6258857479704725,1.5512366654012881,16.867503822637698,-1.979781265841272,33,14,33,33,1.0099999999999998,2.1535247916774582,1.3479998878741402,59.660831900607704,water,0,-5.0
305,C9H22N4O,-6.204940399612646,5.719313062428049,1.2049403996126458,16.85639910333669,-1.9804398325396009,36,14,36,36,1.0099999999999998,2.1535247916774582,1.3479998878741402,59.660831900607704,water,0,-5.0
306,C8H18N2O4,-7.109777563573729,5.426718061050961,2.1097775635737293,16.84489698265642,-1.9811224247519312,32,14,32,32,1.0099999999999998,2.1535247916774582,1.2761269409685447,59.660831900607704,water,0,-5.0
307,C7H17ClFN3O2,-5.834526938016681,5.791637988281981,0.8345269380166807,16.843857038975514,-1.981184163080429,31,14,30,30,0.96,1.77,1.5132085117392116,80.26438968275464,water,0,-5.0
308,C8H21FN4O,-6.412966755815509,5.678311648683675,1.4129667558155088,16.83089891857272,-1.9819537675318293,35,14,34,34,1.0099999999999998,1.7699999999999998,1.4283556979968264,72.87186315110854,water,0,-5.0
309,C10H23N3O,-6.074336651348678,5.760820358178918,1.0743366513486778,16.816592713382132,-1.9828041254847582,37,14,37,37,1.0099999999999998,2.1535247916774582,1.4897726881649653,59.660831900607704,water,0,-5.0
310,C9H23N3O2,-5.715082887076076,5.820865215776241,0.7150828870760764,16.807890254504148,-1.9833217518274802,37,14,36,36,1.0099999999999998,1.7699999999999998,1.4174512436176283,81.13451585034655,water,0,-5.0
311,C9H22N2O2,-5.1844405522977075,5.865060751829137,0.1844405522977075,16.79949425933484,-1.8838214036430225,35,13,34,34,0.96,1.5400000000000003,1.3370712697543565,77.33496890016049,water,0,-5.0
312,C9H22FN3O,-6.2297494176140775,5.741575734214693,1.2297494176140775,16.780756447220142,-1.9849374056778617,36,14,35,35,1.0099999999999996,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
313,C8H20ClN3O,-6.063658135316344,5.782211837149427,1.0636581353163441,16.763774127726837,-1.8859499296663091,33,13,32,32,0.9600000000000001,1.7699999999999998,1.3629093976204798,65.08877325038097,water,0,-5.0
314,C6H17ClFN5O,-6.041688403118693,5.787459098873559,1.0416884031186928,16.760733615767688,-1.986131320068265,31,14,30,30,1.0099999999999998,1.7699999999999998,1.5132085117392116,84.51873227900289,water,0,-5.0
315,C9H21FN2O2,-5.155760670296468,5.880144379810107,0.155760670296468,16.759951551510497,-1.9861779816596632,35,14,34,34,0.96,1.7699999999999998,1.3370712697543565,77.33496890016049,water,0,-5.0
316,C8H20ClN3O,-6.025684772402219,5.791754203823191,1.0256847724022187,16.757066003052095,-1.8863501657426196,33,13,32,32,0.9600000000000001,1.77,1.2634547826326268,75.56270555096813,water,0,-5.0
317,C8H20N4O,-6.370038369830693,5.722817864697006,1.3700383698306933,16.741044849076285,-1.8873067065617783,33,13,33,33,1.0099999999999998,2.1535247916774582,1.3479998878741402,59.660831900607704,water,0,-5.0
318,C7H19FN4O,-6.688811609177159,5.630579879413124,1.6888116091771588,16.74039939050269,-1.8873452627584022,32,13,31,31,1.0099999999999998,1.7699999999999998,1.4283556979968264,84.51873227900289,water,0,-5.0
319,C7H18ClFN4O,-6.4534089614567165,5.723464777189356,1.4534089614567165,16.681051401532205,-1.9908967573790284,32,14,31,31,1.0099999999999998,1.77,1.5132085117392116,80.26438968275464,water,0,-5.0
320,C8H19N3O2,-5.845571094611518,5.849565655611506,0.8455710946115182,16.680638814906732,-1.890921491535051,32,13,32,32,1.0099999999999998,2.1535247916774582,1.493254359943579,59.660831900607704,water,0,-5.0
321,C8H22N4O,-6.250232613369575,5.778156723639474,1.2502326133695751,16.669851268769598,-1.8915684113545972,35,13,34,34,1.0099999999999998,1.7699999999999998,1.4283556979968264,72.87186315110854,water,0,-5.0
322,C7H17F2N3O2,-5.7267176490163205,5.870302456772579,0.7267176490163205,16.668398012477933,-1.9916555938746103,31,14,30,30,0.9599999999999997,1.7700000000000002,1.2311473401510196,70.24163777015674,water,0,-5.0
323,C7H17Cl2N3O2,-6.091615905703173,5.814323557734384,1.091615905703173,16.66235892507023,-1.9920179671315454,31,14,30,30,0.96,1.75,1.5132085117392118,81.72786979812636,water,0,-5.0
324,C6H16ClFN4O,-6.5485879881811755,5.70428322147834,1.5485879881811755,16.660931483018395,-1.8921036394667339,29,13,28,28,1.0099999999999998,1.7699999999999998,1.4023957218107772,81.88861126597833,water,0,-5.0
325,C9H22N2O3,-6.060954004048182,5.820757865374798,1.060954004048182,16.660835350559395,-1.9921094094164173,36,14,35,35,0.96,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
326,C8H21ClN4O,-5.947003891688233,5.841254472539071,0.9470038916882331,16.660045928565154,-1.9921567924365589,35,14,34,34,0.9600000000000001,1.7699999999999998,1.357166390488186,65.08877325038097,water,0,-5.0
327,C6H15ClF2N4O,-6.759883331215298,5.642162459759037,1.7598833312152982,16.647725160950106,-1.9928966058659168,29,14,28,28,1.01,1.7700000000000005,1.4283556979968262,70.52877936550931,water,0,-5.0
328,C9H24N4O,-5.572578155325347,5.8972939639921655,0.5725781553253473,16.64185447264258,-1.9932493101315159,38,14,37,37,1.01,1.7700000000000002,1.4436803252197834,77.06785961228879,water,0,-5.0
329,C8H19ClFN3O,-6.0957816488204495,5.83606923066661,1.0957816488204495,16.601943816269067,-1.9956504001153486,33,14,32,32,1.01,1.7699999999999996,1.4283556979968262,67.49999999999997,water,0,-5.0
330,C7H17Cl2N3O2,-5.812592270649615,5.884248416361814,0.8125922706496151,16.59974709049646,-1.9957827262539167,31,14,30,30,1.0099999999999998,1.7700000000000002,1.5132085117392116,88.45833630687238,water,0,-5.0
331,C9H24N4O,-5.6554210742462745,5.910123857114058,0.6554210742462745,16.583561143329774,-1.9967582738597374,38,14,37,37,1.01,1.7700000000000002,1.4436803252197834,77.06785961228879,water,0,-5.0
332,C6H17ClFN5O,-5.843166553795047,5.889616586893446,0.8431665537950472,16.573554242203112,-1.9973618789269534,31,14,30,30,1.0099999999999998,1.7699999999999998,1.428355697996826,72.87186315110854,water,0,-5.0
333,C8H20FN3O,-6.089703074603284,5.8493470455318635,1.0897030746032836,16.56970434353706,-1.8975941975852657,33,13,32,32,1.0099999999999998,1.6900000000000004,1.4283556979968262,80.33486669757006,water,0,-5.0
334,C8H11FN2O3,-8.392638750736726,4.504974339285222,3.392638750736726,16.53840216227404,-1.9994851055164913,25,14,25,26,0.96,2.1453170846329614,1.5132085117392118,81.11300656182603,water,0,-5.0
335,C6H16FN3O4,-6.259805054961592,5.825767984508249,1.2598050549615918,16.537788172449137,-1.999522231305088,30,14,29,29,0.96,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
336,C6H15FN2O3,-7.462389616752662,5.371097583159682,2.462389616752662,16.535860713929733,-1.7996387868462203,27,12,26,26,0.96,1.5400000000000003,1.4897726881649653,77.91585509895684,water,0,-5.0
337,C8H21FN4O,-6.369759961500385,5.804205355829048,1.3697599615003853,16.525717983823906,-2.0002523528538663,35,14,34,34,1.0099999999999998,1.6900000000000004,1.4499191794754682,81.72786979812636,water,0,-5.0
338,C2H8FN3O2,-8.174913295777992,4.807202641321398,3.1749132957779924,16.52415240281932,-1.8003470933770476,16,8,15,15,1.0099999999999998,1.5400000000000003,1.428355697996826,84.73561031724535,water,0,-5.0
339,C9H22FN3O,-6.070796465471169,5.876486704460251,1.0707964654711688,16.507314550539725,-2.001366597219356,36,14,35,35,1.01,1.6900000000000004,1.0699999999999998,59.99999999999999,water,0,-5.0
340,C7H17ClN2O3,-6.89625101596844,5.648763378905169,1.8962510159684403,16.50513435419175,-1.9014986805045093,30,13,29,29,0.96,1.7700000000000002,1.4897726881649653,77.91585509895684,water,0,-5.0
341,C8H18N2O4,-7.54594312560132,5.334676394701358,2.54594312560132,16.504929641218297,-2.0015110835688286,32,14,32,32,0.9600000000000001,2.1535247916774582,1.3530631344339095,75.94883546430427,water,0,-5.0
342,C10H24N2O2,-5.197425179086876,5.981378204462961,0.19742517908687596,16.480955693811154,-2.002964672058869,38,14,37,37,0.96,1.5400000000000003,1.2838726497987898,73.73127143009019,water,0,-5.0
343,C7H18F2N4O,-6.121612026306621,5.881640247040198,1.1216120263066207,16.46791775591415,-2.0037560762686297,32,14,31,31,1.0099999999999998,1.7699999999999998,1.428355697996826,72.87186315110854,water,0,-5.0
344,C9H22ClN3O,-5.971863412785559,5.90934730155257,0.9718634127855594,16.467196477603636,-2.003799876226663,36,14,35,35,0.9600000000000001,1.77,1.2523525473524366,75.56270555096813,water,0,-5.0
345,C9H22ClN3O,-5.924605142373402,5.9184082618181,0.9246051423734016,16.463794227056677,-2.0040065053311187,36,14,35,35,0.9600000000000001,1.7699999999999998,1.3401234349718556,77.54444446805353,water,0,-5.0
346,C9H22FN3O,-6.082538098055256,5.89178524616417,1.082538098055256,16.46116487481157,-2.0041662232060937,36,14,35,35,1.0099999999999998,1.6900000000000004,1.3881238824825237,80.88069601685199,water,0,-5.0
347,C8H21FN4O,-5.981582972189082,5.911301266621077,0.9815829721890816,16.4576964820254,-2.0043769469465906,35,14,34,34,0.9599999999999997,1.7700000000000002,1.2311473401510196,69.00305646067956,water,0,-5.0
348,C9H23N3O2,-5.648007518154162,5.960002382066819,0.648007518154162,16.452361572207653,-2.004701158460024,37,14,36,36,1.01,1.7700000000000002,1.4436803252197834,77.06785961228879,water,0,-5.0
349,C7H20FN5O,-5.47347277010996,5.978491713120259,0.4734727701099599,16.447184912510483,-2.005015853359682,34,14,33,33,1.0099999999999998,1.7699999999999998,1.428355697996826,72.87186315110854,water,0,-5.0
350,C9H14N2O3,-7.066427091712609,5.608394755872078,2.066427091712609,16.43593054376576,-2.0057003608358133,28,14,28,29,0.9599999999999999,2.1453170846329614,1.428355697996826,89.56876081200177,water,0,-5.0
351,C9H15N3O2,-6.446926822354724,5.819307954051235,1.4469268223547243,16.43499567839856,-2.00575724182305,29,14,29,30,0.96,2.1453170846329614,1.428355697996826,70.52877936550931,water,0,-5.0
352,C8H11FN2O3,-7.417309761028246,5.440392076508398,2.417309761028246,16.431795737760275,-2.0059519636386285,25,14,25,26,0.9599999999999999,2.1453170846329614,1.428355697996826,89.99999999999999,water,0,-5.0
353,C9H23N3O2,-5.660441150478338,5.967104825481962,0.6604411504783378,16.42988143758263,-2.006068470180251,37,14,36,36,1.01,1.7700000000000002,1.4436803252197834,77.06785961228879,water,0,-5.0
354,C5H13ClF2N4O2,-6.564000547122875,5.790761584628803,1.564000547122875,16.424871765575023,-2.0063734289188213,27,14,26,26,1.01,1.7700000000000005,1.4283556979968262,70.52877936550931,water,0,-5.0
355,C7H18Cl2N4O,-6.324819793927651,5.856537273839434,1.3248197939276514,16.418049847391654,-2.006788855923877,32,14,31,31,1.0099999999999998,1.75,1.428355697996826,70.52877936550931,water,0,-5.0
356,C8H20N2O4,-6.51664705117978,5.809739144035557,1.5166470511797803,16.41084671983954,-2.0072276844207746,34,14,33,33,0.96,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
357,C9H23N3O,-6.051287805483778,5.918722613792383,1.0512878054837778,16.405878867313003,-1.9075304478729842,36,13,35,35,1.01,1.6900000000000004,1.0699999999999998,59.99999999999999,water,0,-5.0
358,C7H19FN4O,-6.061049568691018,5.92099511207845,1.0610495686910184,16.39525602579036,-1.9081781597237264,32,13,31,31,1.0099999999999996,1.7699999999999998,1.428355697996826,72.87186315110854,water,0,-5.0
359,C9H24N4O,-5.725841135044011,5.972889918909946,0.7258411350440106,16.39431025120178,-2.0082358472564525,38,14,37,37,0.9599999999999997,1.7700000000000002,1.2311473401510196,69.00305646067956,water,0,-5.0
360,C7H18ClFN4O,-6.410759862257951,5.845629221288529,1.410759862257951,16.391457641140924,-2.0084098624009155,32,14,31,31,1.0099999999999998,1.6900000000000004,1.4499191794754682,81.72786979812636,water,0,-5.0
361,C8H20ClN3O2,-5.684987884747009,5.979509461418139,0.6849878847470086,16.389754232375722,-2.0085137883188042,34,14,33,33,0.96,1.77,1.5132085117392116,72.46547495725996,water,0,-5.0
362,C8H22N4O2,-6.010839014757382,5.932708465993716,1.0108390147573818,16.388293977496666,-2.0086028878814552,36,14,35,35,1.0099999999999998,1.7699999999999998,1.4174512436176283,81.13451585034655,water,0,-5.0
363,C9H22ClN3O,-6.051195246601027,5.925535519571955,1.0511952466010266,16.388144559650293,-2.00861200527511,36,14,35,35,1.0099999999999998,1.7699999999999996,1.3881238824825237,67.49999999999997,water,0,-5.0
364,C8H11FN2O3,-7.474318847437476,5.428224892996482,2.474318847437476,16.38543156323941,-2.0087775652620277,25,14,25,26,0.9599999999999999,2.1453170846329614,1.428355697996826,90.0,water,0,-5.0
365,C6H14ClN3O3,-6.476411403510711,5.83113521567616,1.4764114035107108,16.38436703294178,-1.908842535468963,27,13,27,27,1.0099999999999998,2.1535247916774582,1.493254359943579,77.91585509895684,water,0,-5.0
